type	number	misc	seq_id	start	finish
UN	1763	.	G_contig000001	1	20
UN	1764	.	G_contig000001	363	379
UN	1765	.	G_contig000001	22663	22669
UN	1766	.	G_contig000001	111602	111602
UN	1767	.	G_contig000001	111604	111604
UN	1768	.	G_contig000001	313438	313460
UN	1769	.	G_contig000001	322966	322967
UN	1770	.	G_contig000001	516016	516020
UN	1771	.	G_contig000001	516024	516025
UN	1772	.	G_contig000001	680672	680693
UN	1773	.	G_contig000001	842786	842786
UN	1774	.	G_contig000001	842788	842809
UN	1775	.	G_contig000001	948489	948489
UN	1776	.	G_contig000001	948491	948491
UN	1777	.	G_contig000001	948496	948496
UN	1778	.	G_contig000001	966970	966970
UN	1779	.	G_contig000001	966972	966972
UN	1780	.	G_contig000001	978578	978623
UN	1781	.	G_contig000002	1	21
UN	1782	.	G_contig000002	88395	88395
UN	1783	.	G_contig000002	91159	91160
UN	1784	.	G_contig000002	91162	91162
UN	1785	.	G_contig000002	121994	122011
UN	1786	.	G_contig000002	122014	122014
UN	1787	.	G_contig000002	144677	144677
UN	1788	.	G_contig000002	144680	144681
UN	1789	.	G_contig000002	144684	144684
UN	1790	.	G_contig000002	144691	144691
UN	1791	.	G_contig000002	244137	244162
UN	1792	.	G_contig000002	301447	301454
UN	1793	.	G_contig000002	378152	378152
UN	1794	.	G_contig000002	378155	378167
UN	1795	.	G_contig000002	401923	401927
UN	1796	.	G_contig000002	428170	428175
UN	1797	.	G_contig000002	428177	428181
UN	1798	.	G_contig000002	428460	428508
UN	1799	.	G_contig000002	428962	428965
UN	1800	.	G_contig000002	485287	485301
UN	1801	.	G_contig000002	497808	497808
UN	1802	.	G_contig000002	540503	540567
UN	1803	.	G_contig000003	26212	26213
UN	1804	.	G_contig000003	26228	26229
UN	1805	.	G_contig000003	26232	26234
UN	1806	.	G_contig000003	26236	26239
UN	1807	.	G_contig000003	26245	26245
UN	1808	.	G_contig000003	76811	76811
UN	1809	.	G_contig000003	76819	76819
UN	1810	.	G_contig000003	112059	112059
UN	1811	.	G_contig000003	112066	112066
UN	1812	.	G_contig000003	112068	112087
UN	1813	.	G_contig000003	214797	214846
UN	1814	.	G_contig000003	215554	215571
UN	1815	.	G_contig000003	420640	420663
UN	1816	.	G_contig000003	420665	420665
UN	1817	.	G_contig000003	420874	420954
UN	1818	.	G_contig000003	443927	443953
UN	1819	.	G_contig000004	1	96
UN	1820	.	G_contig000004	3432	3432
UN	1821	.	G_contig000004	3449	3449
UN	1822	.	G_contig000004	3452	3557
UN	1823	.	G_contig000004	113776	113776
UN	1824	.	G_contig000004	113778	113778
UN	1825	.	G_contig000004	113780	113780
UN	1826	.	G_contig000004	117785	117798
UN	1827	.	G_contig000004	173852	173864
UN	1828	.	G_contig000004	218122	218131
UN	1829	.	G_contig000004	218134	218146
UN	1830	.	G_contig000004	262938	262978
UN	1831	.	G_contig000004	271350	271395
UN	1832	.	G_contig000004	341325	341376
UN	1833	.	G_contig000005	1	78
UN	1834	.	G_contig000005	47471	47497
UN	1835	.	G_contig000005	127638	127701
UN	1836	.	G_contig000005	218052	218052
UN	1837	.	G_contig000005	270730	270735
UN	1838	.	G_contig000005	275774	275793
UN	1839	.	G_contig000005	317335	317339
UN	1840	.	G_contig000005	317343	317343
UN	1841	.	G_contig000006	1	41
UN	1842	.	G_contig000006	86203	86211
UN	1843	.	G_contig000007	1	30
UN	1844	.	G_contig000007	17977	17978
UN	1845	.	G_contig000007	20888	20899
UN	1846	.	G_contig000007	135284	135352
UN	1847	.	G_contig000007	139090	139090
UN	1848	.	G_contig000007	139093	139093
UN	1849	.	G_contig000007	152655	152675
UN	1850	.	G_contig000008	507	507
UN	1851	.	G_contig000008	111724	111724
UN	1852	.	G_contig000008	111728	111741
UN	1853	.	G_contig000008	115552	115594
UN	1854	.	G_contig000008	130225	130280
