type	number	misc	seq_id	start	finish
UN	755	.	G_contig000001	1	4
UN	756	.	G_contig000001	298	298
UN	757	.	G_contig000002	1	2
UN	758	.	G_contig000002	7790	7795
UN	759	.	G_contig000003	1	5
UN	760	.	G_contig000003	39851	39856
UN	761	.	G_contig000003	226173	226205
UN	762	.	G_contig000003	264115	264115
UN	763	.	G_contig000003	321606	321643
UN	764	.	G_contig000003	479685	479687
UN	765	.	G_contig000004	1	4
UN	766	.	G_contig000006	1	1
UN	767	.	G_contig000006	12887	12945
UN	768	.	G_contig000006	104921	104988
UN	769	.	G_contig000006	186773	186816
UN	770	.	G_contig000006	193532	193533
UN	771	.	G_contig000006	193535	193540
UN	772	.	G_contig000007	1	14
UN	773	.	G_contig000007	16087	16092
UN	774	.	G_contig000008	1	2
UN	775	.	G_contig000008	62139	62142
UN	776	.	G_contig000009	1	10
UN	777	.	G_contig000009	143	146
UN	778	.	G_contig000009	17670	17725
UN	779	.	G_contig000009	50549	50551
UN	780	.	G_contig000009	50553	50553
UN	781	.	G_contig000009	50555	50555
UN	782	.	G_contig000009	103847	103890
UN	783	.	G_contig000009	146800	146825
UN	784	.	G_contig000009	162152	162216
UN	785	.	G_contig000009	179166	179172
UN	786	.	G_contig000009	200289	200344
UN	787	.	G_contig000010	9735	9785
UN	788	.	G_contig000010	24674	24709
UN	789	.	G_contig000010	41801	41801
UN	790	.	G_contig000010	41803	41803
UN	791	.	G_contig000010	73456	73492
UN	792	.	G_contig000010	73494	73494
UN	793	.	G_contig000010	83033	83079
UN	794	.	G_contig000010	101287	101287
UN	795	.	G_contig000010	158995	158995
UN	796	.	G_contig000010	168684	168684
UN	797	.	G_contig000010	213297	213300
UN	798	.	G_contig000010	338734	338746
UN	799	.	G_contig000010	339057	339074
UN	800	.	G_contig000010	339774	339778
UN	801	.	G_contig000011	818	818
UN	802	.	G_contig000012	1	1
UN	803	.	G_contig000012	3937	4042
UN	804	.	G_contig000012	4149	4149
UN	805	.	G_contig000013	1	4
UN	806	.	G_contig000013	10927	11010
UN	807	.	G_contig000013	39409	39435
UN	808	.	G_contig000013	46444	46533
UN	809	.	G_contig000013	126422	126482
UN	810	.	G_contig000013	126845	126912
UN	811	.	G_contig000013	211434	211500
UN	812	.	G_contig000013	229828	229836
UN	813	.	G_contig000013	229939	229942
UN	814	.	G_contig000014	291	291
UN	815	.	G_contig000015	1	1
UN	816	.	G_contig000015	115	210
UN	817	.	G_contig000016	1	4
UN	818	.	G_contig000016	11335	11371
UN	819	.	G_contig000016	11401	11429
UN	820	.	G_contig000016	13681	13688
UN	821	.	G_contig000017	1	2
UN	822	.	G_contig000017	21173	21245
UN	823	.	G_contig000017	241151	241152
UN	824	.	G_contig000017	241154	241154
UN	825	.	G_contig000017	241156	241157
UN	826	.	G_contig000017	241159	241159
UN	827	.	G_contig000017	241161	241161
UN	828	.	G_contig000017	241163	241165
UN	829	.	G_contig000017	241167	241168
UN	830	.	G_contig000017	241170	241173
UN	831	.	G_contig000017	241175	241237
UN	832	.	G_contig000017	264199	264204
UN	833	.	G_contig000017	264543	264633
UN	834	.	G_contig000017	264677	264677
UN	835	.	G_contig000017	264690	264690
UN	836	.	G_contig000017	266283	266305
UN	837	.	G_contig000017	266395	266406
