frequency	mutation_category
0.178984165	snp_synonymous
0.208220482	snp_nonsynonymous
0.185309887	snp_nonsynonymous
0.118436813	snp_synonymous
0.0888018608	snp_synonymous
0.0891780853	snp_synonymous
0.0643239021	snp_synonymous
0.064312458	snp_synonymous
0.0738887787	snp_synonymous
0.0689349174	snp_synonymous
0.0664763451	snp_synonymous
0.0655293465	snp_synonymous
0.138481617	snp_synonymous
0.138755798	snp_synonymous
0.144436836	snp_synonymous
0.111342907	snp_synonymous
0.0897021294	snp_synonymous
0.108521938	snp_synonymous
0.0666365623	snp_synonymous
0.121097088	snp_nonsynonymous
0.121116161	snp_nonsynonymous
0.153690815	snp_synonymous
0.14782095	snp_synonymous
0.147814751	snp_synonymous
0.133242607	snp_nonsynonymous
0.133111954	snp_synonymous
0.12104702	snp_synonymous
0.117551804	snp_nonsynonymous
0.156169891	snp_nonsynonymous
0.124769688	snp_synonymous
0.121024132	snp_synonymous
0.118968964	snp_synonymous
0.137710094	snp_synonymous
0.138799191	snp_synonymous
0.128302097	snp_synonymous
0.127772808	snp_nonsynonymous
0.124865055	snp_synonymous
0.124868393	snp_nonsynonymous
0.123851299	snp_nonsynonymous
0.131647587	snp_nonsynonymous
0.128627777	snp_synonymous
0.128160954	snp_nonsynonymous
0.131369591	snp_nonsynonymous
0.121656418	snp_nonsynonymous
0.0973377228	snp_synonymous
0.0821967125	snp_synonymous
0.0768184662	snp_synonymous
0.0792264938	snp_synonymous
0.0810284615	snp_nonsynonymous
0.07833004	snp_synonymous
0.0792098045	snp_synonymous
0.16112709	snp_synonymous
0.146728039	snp_synonymous
0.0834021568	snp_synonymous
0.0674619675	snp_nonsynonymous
0.068338871	snp_synonymous
0.0610222816	snp_synonymous
0.0669960976	snp_synonymous
0.193286419	snp_synonymous
0.137710571	snp_synonymous
0.142543316	snp_synonymous
0.124844551	snp_synonymous
0.124540329	snp_synonymous
0.0643405914	snp_synonymous
0.0949006081	snp_synonymous
0.200159073	snp_nonsynonymous
0.189535141	snp_nonsynonymous
0.189005852	snp_synonymous
0.0728435516	snp_synonymous
0.0688724518	snp_synonymous
0.0693964958	snp_synonymous
0.162268639	snp_synonymous
0.166478634	snp_synonymous
0.17256403	snp_nonsynonymous
0.174664974	snp_synonymous
0.051779747	snp_synonymous
0.0752053261	snp_synonymous
0.076956749	snp_synonymous
0.221932888	snp_synonymous
0.0624008179	snp_synonymous
0.0949258804	snp_synonymous
0.120883942	snp_synonymous
0.108188152	snp_synonymous
0.121141434	snp_synonymous
0.12466526	snp_synonymous
0.0809998512	snp_synonymous
0.0779409409	snp_synonymous
0.0874519348	snp_synonymous
0.0903973579	snp_synonymous
0.0619606972	snp_synonymous
0.0711994171	snp_synonymous
0.133218765	snp_synonymous
0.117062569	snp_synonymous
0.11527586	snp_synonymous
0.13324976	snp_synonymous
0.114912033	snp_synonymous
0.130502224	snp_nonsynonymous
0.130194187	snp_synonymous
0.130085468	snp_synonymous
0.171351433	snp_synonymous
0.130352497	snp_nonsynonymous
0.166488171	snp_nonsynonymous
0.16650486	snp_nonsynonymous
0.170917511	snp_synonymous
0.134930134	snp_synonymous
0.0605697632	snp_synonymous
0.093392849	snp_synonymous
0.115417957	snp_synonymous
0.130022526	snp_synonymous
0.0814156532	snp_synonymous
0.085340023	snp_synonymous
0.0866990089	snp_synonymous
0.0941910744	snp_synonymous
0.0849881172	snp_synonymous
0.173597336	snp_synonymous
0.153532982	snp_synonymous
0.181739807	snp_synonymous
0.181743622	snp_synonymous
0.142543316	snp_synonymous
0.249938488	snp_synonymous
0.265002251	snp_nonsynonymous
0.235063553	snp_synonymous
0.151405811	snp_synonymous
0.160991669	snp_nonsynonymous
0.151198387	snp_synonymous
0.137804985	snp_synonymous
0.117376328	snp_synonymous
0.114132404	snp_nonsynonymous
0.0973067284	snp_synonymous
0.117885113	snp_synonymous
0.117566109	snp_synonymous
0.0996694565	snp_synonymous
0.0999288559	snp_nonsynonymous
0.165700912	snp_synonymous
0.18722105	snp_synonymous
0.171135426	snp_synonymous
0.199467182	snp_synonymous
