frequency	mutation_category
0.0501070023	snp_synonymous
0.214039803	snp_nonsynonymous
0.107933998	snp_nonsynonymous
0.0695610046	snp_synonymous
0.0949869156	snp_nonsynonymous
0.0753545761	snp_nonsynonymous
0.0744385719	snp_nonsynonymous
0.0898852348	snp_nonsynonymous
0.0903902054	snp_intergenic
0.192636013	snp_intergenic
0.182503223	snp_synonymous
0.0755887032	snp_nonsynonymous
0.0568900108	snp_nonsynonymous
0.0666532516	snp_nonsense
0.0644111633	snp_nonsynonymous
0.0653114319	snp_intergenic
0.0730843544	snp_nonsynonymous
0.0752215385	snp_synonymous
0.098927021	snp_nonsynonymous
0.072332859	snp_synonymous
0.110776901	snp_nonsynonymous
0.121347904	snp_synonymous
0.0639109612	snp_nonsynonymous
0.116600513	snp_nonsynonymous
0.0999922752	snp_synonymous
0.18397665	snp_synonymous
0.28241539	snp_synonymous
0.296010971	snp_intergenic
0.27307272	snp_synonymous
0.0568265915	snp_nonsynonymous
0.0570015907	snp_synonymous
0.0568332672	snp_nonsynonymous
0.0610203743	snp_pseudogene
0.274888992	snp_pseudogene
0.079182148	snp_synonymous
0.21728611	snp_synonymous
0.388095856	snp_intergenic
0.234951019	snp_intergenic
0.0606608391	snp_synonymous
0.0537881851	snp_nonsynonymous
0.269217014	snp_synonymous
0.0612726212	snp_synonymous
0.0835494995	snp_intergenic
0.0807557106	snp_synonymous
0.0572400093	snp_nonsynonymous
0.070605278	snp_pseudogene
0.156524181	snp_intergenic
0.0554051399	snp_nonsynonymous
0.167883873	snp_nonsynonymous
0.0819015503	snp_nonsynonymous
0.0923991203	snp_synonymous
0.0541028976	snp_intergenic
0.0501117706	snp_nonsynonymous
0.0621752739	snp_pseudogene
0.0967736244	snp_intergenic
0.228062153	snp_intergenic
0.218922138	snp_intergenic
0.0542430878	snp_intergenic
0.107053757	snp_intergenic
