frequency	mutation_category
0.33827877	snp_intergenic
0.356896877	snp_intergenic
0.117739677	snp_synonymous
0.062394619	snp_synonymous
0.0561041832	snp_synonymous
0.217570305	snp_synonymous
0.0909790993	snp_nonsynonymous
0.0503172874	snp_synonymous
0.0631628036	snp_synonymous
0.0589394569	snp_synonymous
0.0758280754	snp_synonymous
0.189171314	snp_synonymous
0.189284325	snp_synonymous
0.0564422607	snp_nonsynonymous
0.100961685	snp_synonymous
0.106631756	snp_synonymous
0.0748853683	snp_synonymous
0.065059185	snp_synonymous
0.0637550354	snp_nonsynonymous
0.0603437424	snp_synonymous
0.117299557	snp_intergenic
0.0666236877	snp_pseudogene
0.126941204	snp_pseudogene
0.167085171	snp_pseudogene
0.266771793	snp_pseudogene
0.166662693	snp_pseudogene
0.199305534	snp_pseudogene
0.169268608	snp_pseudogene
0.1645298	snp_pseudogene
0.141181469	snp_pseudogene
0.133093357	snp_pseudogene
0.0705075264	snp_pseudogene
0.0697088242	snp_pseudogene
0.0633106232	snp_pseudogene
0.0918383598	snp_pseudogene
0.0621085167	snp_pseudogene
0.134861946	snp_pseudogene
0.1019454	snp_pseudogene
0.0531840324	snp_pseudogene
0.0969362259	snp_pseudogene
0.111157417	snp_synonymous
0.140186787	snp_nonsynonymous
0.0984535217	snp_synonymous
0.136310577	snp_nonsynonymous
0.0678477287	snp_nonsynonymous
0.20573473	snp_intergenic
0.211905479	snp_intergenic
0.22567749	snp_intergenic
0.205704212	snp_intergenic
0.241079807	snp_intergenic
0.282257557	snp_intergenic
0.280134678	snp_intergenic
0.0764026642	snp_synonymous
0.054456234	snp_synonymous
0.140566349	snp_synonymous
0.0790381432	snp_intergenic
0.571549892	snp_intergenic
0.209560871	snp_synonymous
0.0595412254	snp_nonsynonymous
0.123075008	snp_pseudogene
0.0825171471	snp_pseudogene
0.167943001	snp_intergenic
0.401424408	snp_synonymous
0.0824537277	snp_synonymous
0.0537486076	snp_synonymous
0.0549874306	snp_synonymous
0.0983181	snp_synonymous
0.0587306023	snp_synonymous
0.127097607	snp_nonsynonymous
0.148890018	snp_pseudogene
0.147838593	snp_pseudogene
0.184408665	snp_intergenic
0.219067097	snp_intergenic
0.219070911	snp_intergenic
0.228374004	snp_intergenic
0.0511894226	snp_intergenic
0.067814827	snp_nonsynonymous
0.0944604874	snp_pseudogene
0.050860405	snp_pseudogene
0.0940718651	snp_intergenic
0.0719966888	snp_nonsynonymous
0.0758299828	snp_synonymous
0.179689884	snp_synonymous
0.147258282	snp_pseudogene
0.0621051788	snp_pseudogene
0.0775671005	snp_pseudogene
0.142569542	snp_synonymous
0.139410973	snp_nonsynonymous
0.157643318	snp_nonsynonymous
0.164142609	snp_synonymous
0.158976555	snp_synonymous
0.14591074	snp_synonymous
0.108246803	snp_nonsynonymous
0.100160599	snp_synonymous
0.093398571	snp_synonymous
0.0524272919	snp_nonsynonymous
0.08157444	snp_synonymous
0.0901503563	snp_synonymous
0.0598640442	snp_nonsynonymous
