frequency	mutation_category
0.0631217957	snp_nonsynonymous
0.0633230209	snp_intergenic
0.0612239838	snp_synonymous
0.0971932411	snp_intergenic
0.0575184822	snp_synonymous
0.0520038605	snp_nonsynonymous
0.051940918	snp_nonsynonymous
0.0665941238	snp_nonsynonymous
0.0519771576	snp_synonymous
0.0622634888	snp_nonsynonymous
0.0678887367	snp_nonsynonymous
0.0725421906	snp_nonsynonymous
0.075732708	snp_nonsynonymous
0.0566101074	snp_nonsynonymous
0.0652089119	snp_synonymous
0.0791296959	snp_intergenic
0.0648698807	snp_nonsynonymous
0.0613088608	snp_synonymous
0.0821304321	snp_nonsynonymous
0.0747709274	snp_synonymous
0.0958657265	snp_nonsense
0.0644369125	snp_nonsynonymous
0.0618696213	snp_synonymous
0.054643631	snp_nonsynonymous
0.0512547493	snp_nonsynonymous
0.0707302094	snp_nonsynonymous
0.0998029709	snp_intergenic
0.0581293106	snp_nonsynonymous
0.0570445061	snp_nonsynonymous
0.059129715	snp_nonsynonymous
0.0506386757	snp_nonsynonymous
0.0761928558	snp_nonsynonymous
0.0753917694	snp_nonsynonymous
0.0638246536	snp_nonsynonymous
0.0529131889	snp_synonymous
0.106215954	snp_nonsynonymous
0.0598826408	snp_synonymous
0.0544586182	snp_synonymous
0.063847065	snp_nonsynonymous
0.0630369186	snp_nonsynonymous
0.054456234	snp_nonsynonymous
0.087594986	snp_synonymous
0.0538764	snp_nonsynonymous
0.058631897	snp_synonymous
0.0751161575	snp_intergenic
0.0640807152	snp_nonsynonymous
0.0525174141	snp_intergenic
0.0698122978	snp_intergenic
0.0592908859	snp_nonsynonymous
0.0659575462	snp_synonymous
0.103204727	snp_intergenic
0.101343155	snp_nonsynonymous
0.0570902824	snp_synonymous
0.0555524826	snp_nonsynonymous
0.0858898163	snp_nonsynonymous
0.0543370247	snp_nonsynonymous
0.0581007004	snp_nonsynonymous
0.0657334328	snp_nonsynonymous
0.0586938858	snp_nonsynonymous
0.0514645576	snp_nonsynonymous
0.0822381973	snp_nonsynonymous
0.0646195412	snp_noncoding
0.0855436325	snp_nonsynonymous
0.0786805153	snp_synonymous
0.0623106956	snp_nonsynonymous
0.0506305695	snp_nonsynonymous
0.0622868538	snp_synonymous
0.0767688751	snp_nonsynonymous
0.0987234116	snp_synonymous
0.0548253059	snp_nonsynonymous
0.0604896545	snp_nonsynonymous
0.0677313805	snp_intergenic
0.0581479073	snp_intergenic
0.0896110535	snp_nonsense
0.0583109856	snp_pseudogene
0.0742235184	snp_nonsynonymous
0.0635671616	snp_nonsynonymous
0.106235981	snp_nonsense
0.0806832314	snp_intergenic
0.0603981018	snp_nonsynonymous
0.0572609901	snp_nonsynonymous
0.0530319214	snp_synonymous
0.0545310974	snp_nonsynonymous
0.0584654808	snp_intergenic
0.056178093	snp_nonsynonymous
0.0572276115	snp_nonsynonymous
0.0505137444	snp_nonsynonymous
0.0595374107	snp_nonsynonymous
0.17176342	snp_intergenic
0.0624995232	snp_nonsynonymous
0.0509214401	snp_intergenic
0.112341404	snp_intergenic
0.0974464417	snp_intergenic
0.055961132	snp_nonsynonymous
0.0559225082	snp_nonsynonymous
0.0766100883	snp_synonymous
0.0585432053	snp_nonsynonymous
0.0567827225	snp_synonymous
0.0685505867	snp_nonsynonymous
0.0570926666	snp_intergenic
0.0654964447	snp_nonsynonymous
0.0581059456	snp_intergenic
0.0789647102	snp_nonsynonymous
0.0554971695	snp_nonsynonymous
0.0677776337	snp_nonsense
0.0569672585	snp_nonsynonymous
0.0569224358	snp_nonsynonymous
0.0555272102	snp_pseudogene
0.0748195648	snp_synonymous
0.0525798798	snp_nonsynonymous
0.0676493645	snp_nonsynonymous
0.0589051247	snp_nonsynonymous
0.0661320686	snp_synonymous
0.0547809601	snp_intergenic
0.0756230354	snp_synonymous
0.0519161224	snp_intergenic
0.0544266701	snp_nonsynonymous
0.0549292564	snp_synonymous
0.0618476868	snp_intergenic
0.0925359726	snp_pseudogene
0.0512785912	snp_nonsynonymous
0.0599331856	snp_nonsynonymous
0.0643196106	snp_nonsynonymous
0.0609021187	snp_nonsynonymous
0.0836071968	snp_nonsynonymous
0.0755872726	snp_nonsynonymous
0.0544977188	snp_nonsynonymous
0.0707697868	snp_nonsynonymous
0.148099422	snp_nonsynonymous
0.0583610535	snp_nonsynonymous
0.0604476929	snp_nonsynonymous
0.0586929321	snp_nonsynonymous
0.0580601692	snp_nonsynonymous
0.0526342392	snp_intergenic
0.113046169	snp_intergenic
0.0559573174	snp_intergenic
0.0881896019	snp_nonsynonymous
0.0666089058	snp_nonsynonymous
0.0510644913	snp_nonsynonymous
0.0607066154	snp_nonsynonymous
0.0559420586	snp_synonymous
0.0611243248	snp_intergenic
0.0506134033	snp_nonsynonymous
0.0638456345	snp_nonsynonymous
0.0767703056	snp_nonsynonymous
0.0574264526	snp_synonymous
0.0931725502	snp_synonymous
0.0633144379	snp_nonsynonymous
0.0813951492	snp_synonymous
0.0741448402	snp_nonsynonymous
0.0575556755	snp_synonymous
0.066277504	snp_synonymous
0.145020485	snp_intergenic
0.0758676529	snp_nonsynonymous
0.0784573555	snp_synonymous
0.0946626663	snp_nonsynonymous
0.071264267	snp_nonsynonymous
0.0564246178	snp_nonsynonymous
0.0743689537	snp_nonsynonymous
0.0690174103	snp_nonsynonymous
0.0882163048	snp_nonsynonymous
0.0696167946	snp_nonsynonymous
0.0557713509	snp_nonsynonymous
0.0617909431	snp_nonsynonymous
0.10053587	snp_nonsynonymous
0.154359818	snp_synonymous
0.0538439751	snp_synonymous
0.0501451492	snp_synonymous
0.0761809349	snp_nonsynonymous
0.0876979828	snp_nonsynonymous
0.0508904457	snp_intergenic
0.0932168961	snp_pseudogene
0.0598363876	snp_pseudogene
0.0619106293	snp_pseudogene
0.0862760544	snp_intergenic
0.0553364754	snp_synonymous
0.0708451271	snp_nonsynonymous
0.0673422813	snp_nonsynonymous
0.0561628342	snp_nonsynonymous
0.0649695396	snp_nonsynonymous
0.0527648926	snp_nonsynonymous
0.107180595	snp_synonymous
0.0708503723	snp_synonymous
0.0699086189	snp_nonsynonymous
0.057182312	snp_nonsynonymous
0.0587759018	snp_nonsynonymous
0.0620269775	snp_nonsynonymous
0.0931005478	snp_nonsynonymous
0.0512661934	snp_nonsynonymous
0.0548334122	snp_nonsynonymous
0.0606017113	snp_nonsynonymous
0.0523715019	snp_synonymous
0.0567164421	snp_synonymous
0.0529847145	snp_synonymous
0.071805954	snp_nonsynonymous
0.0549139977	snp_nonsynonymous
0.0510230064	snp_synonymous
0.0519866943	snp_nonsynonymous
0.0674567223	snp_synonymous
0.0510678291	snp_nonsynonymous
0.104219913	snp_nonsynonymous
0.088824749	snp_synonymous
0.0519337654	snp_intergenic
0.0743746758	snp_synonymous
0.056593895	snp_pseudogene
0.0682473183	snp_nonsynonymous
0.0695900917	snp_synonymous
0.111441612	snp_intergenic
0.0607438087	snp_nonsynonymous
0.0568256378	snp_nonsynonymous
0.0623350143	snp_intergenic
0.0551605225	snp_nonsynonymous
0.105774879	snp_nonsynonymous
0.0523481369	snp_nonsynonymous
0.0562005043	snp_nonsynonymous
0.0561084747	snp_nonsynonymous
0.123317719	snp_nonsynonymous
0.0585532188	snp_nonsynonymous
0.0555386543	snp_synonymous
0.0664343834	snp_nonsynonymous
0.0863199234	snp_synonymous
0.100683689	snp_intergenic
0.0541801453	snp_synonymous
0.0712447166	snp_nonsynonymous
0.0693516731	snp_synonymous
0.0642986298	snp_nonsynonymous
0.120103836	snp_nonsynonymous
0.056075573	snp_nonsynonymous
0.120383263	snp_intergenic
0.0564169884	snp_nonsynonymous
0.0651092529	snp_synonymous
0.0718917847	snp_nonsynonymous
0.0994405746	snp_synonymous
0.0568790436	snp_nonsynonymous
0.0863156319	snp_nonsynonymous
0.0516395569	snp_nonsynonymous
0.068860054	snp_nonsynonymous
0.0874681473	snp_synonymous
0.102585316	snp_nonsynonymous
0.056438446	snp_intergenic
0.0844154358	snp_nonsynonymous
0.0762891769	snp_nonsynonymous
0.0511641502	snp_synonymous
0.0519471169	snp_nonsynonymous
0.0557117462	snp_nonsynonymous
0.079144001	snp_nonsynonymous
0.0641131401	snp_nonsynonymous
0.0631809235	snp_nonsynonymous
0.0630407333	snp_intergenic
0.0638318062	snp_synonymous
0.0633764267	snp_synonymous
0.0865263939	snp_synonymous
0.0633764267	snp_nonsynonymous
0.0778098106	snp_nonsynonymous
0.0561966896	snp_nonsynonymous
0.0613985062	snp_nonsynonymous
0.109887123	snp_nonsynonymous
0.0576376915	snp_nonsynonymous
0.0659270287	snp_nonsynonymous
0.0629000664	snp_nonsynonymous
0.0507884026	snp_nonsynonymous
0.053519249	snp_nonsynonymous
0.0673685074	snp_nonsynonymous
0.063770771	snp_synonymous
0.0596141815	snp_nonsynonymous
0.0792593956	snp_nonsynonymous
0.0502691269	snp_nonsynonymous
0.0817346573	snp_nonsynonymous
0.0699148178	snp_synonymous
0.078725338	snp_intergenic
0.0611462593	snp_nonsynonymous
0.0599284172	snp_nonsynonymous
0.059109211	snp_synonymous
0.0595870018	snp_nonsynonymous
0.07026577	snp_nonsynonymous
0.0665278435	snp_synonymous
0.0557265282	snp_synonymous
0.0545101166	snp_synonymous
0.0915546417	snp_nonsynonymous
0.0568671227	snp_nonsynonymous
0.0536618233	snp_synonymous
0.0529241562	snp_nonsynonymous
0.0509848595	snp_nonsynonymous
0.0567393303	snp_nonsynonymous
0.0587277412	snp_synonymous
0.0656366348	snp_nonsynonymous
0.0767536163	snp_nonsynonymous
0.0618538857	snp_pseudogene
0.0706806183	snp_nonsynonymous
0.0632185936	snp_nonsynonymous
0.0694522858	snp_synonymous
0.0514478683	snp_synonymous
0.0536208153	snp_nonsynonymous
0.122520924	snp_nonsynonymous
0.0510787964	snp_synonymous
0.0578169823	snp_intergenic
0.0625247955	snp_nonsynonymous
0.0937218666	snp_synonymous
0.068174839	snp_nonsynonymous
0.126647949	snp_nonsense
0.0863161087	snp_nonsynonymous
0.100358009	snp_nonsynonymous
0.0579414368	snp_nonsynonymous
0.0952749252	snp_synonymous
0.064719677	snp_intergenic
0.0764117241	snp_nonsynonymous
0.0616164207	snp_synonymous
0.0529279709	snp_nonsynonymous
0.0579156876	snp_nonsynonymous
0.0622825623	snp_synonymous
0.0717110634	snp_synonymous
0.0505490303	snp_nonsynonymous
0.112091064	snp_synonymous
0.111192703	snp_nonsynonymous
0.134624004	snp_nonsynonymous
0.0617976189	snp_nonsynonymous
0.0523982048	snp_nonsynonymous
0.0533514023	snp_synonymous
0.0827093124	snp_nonsynonymous
0.0544219017	snp_synonymous
0.112787724	snp_nonsynonymous
0.0606341362	snp_nonsynonymous
0.0708198547	snp_nonsynonymous
0.0635652542	snp_nonsynonymous
0.0946483612	snp_synonymous
0.0788726807	snp_nonsynonymous
0.0522370338	snp_nonsynonymous
0.0612754822	snp_nonsynonymous
0.053545475	snp_intergenic
0.232023239	snp_intergenic
0.0782828331	snp_intergenic
0.0694365501	snp_nonsynonymous
0.0702524185	snp_synonymous
0.0693073273	snp_nonsynonymous
0.0514903069	snp_synonymous
0.0516762733	snp_synonymous
0.0559825897	snp_nonsynonymous
0.0535182953	snp_nonsynonymous
0.0696635246	snp_nonsynonymous
0.0566592216	snp_nonsynonymous
0.0634975433	snp_pseudogene
0.0504112244	snp_intergenic
0.11249733	snp_nonsynonymous
0.0680689812	snp_intergenic
0.0625867844	snp_nonsynonymous
0.119848728	snp_synonymous
0.0683736801	snp_synonymous
0.0511770248	snp_nonsynonymous
0.0952944756	snp_nonsynonymous
0.0586309433	snp_nonsynonymous
0.0900425911	snp_nonsynonymous
0.0911707878	snp_intergenic
0.0641274452	snp_nonsynonymous
0.0715055466	snp_synonymous
0.0707192421	snp_nonsynonymous
0.0826511383	snp_nonsynonymous
