frequency	mutation_category
0.064414978	snp_synonymous
0.106137753	snp_synonymous
0.0618419647	snp_nonsynonymous
0.0672883987	snp_nonsynonymous
0.0745053291	snp_nonsynonymous
0.0744628906	snp_nonsynonymous
0.0854730606	snp_nonsynonymous
0.0722384453	snp_nonsynonymous
0.0593485832	snp_nonsynonymous
0.0556697845	snp_intergenic
0.0554761887	snp_nonsynonymous
0.0827054977	snp_nonsynonymous
0.0956697464	snp_synonymous
0.0584282875	snp_intergenic
0.0890846252	snp_intergenic
0.0632343292	snp_nonsynonymous
0.0844192505	snp_synonymous
0.0834774971	snp_nonsynonymous
0.0807204247	snp_synonymous
0.0533943176	snp_intergenic
0.0606818199	snp_nonsynonymous
0.0635194778	snp_synonymous
0.0659656525	snp_nonsynonymous
0.0797667503	snp_nonsynonymous
0.0993690491	snp_nonsynonymous
0.0510802269	snp_intergenic
0.0879230499	snp_intergenic
0.0826926231	snp_synonymous
0.0637788773	snp_intergenic
0.060195446	snp_nonsynonymous
0.0862121582	snp_synonymous
0.0659246445	snp_synonymous
0.0529127121	snp_nonsynonymous
0.213762283	snp_nonsense
0.0952496529	snp_intergenic
0.0538253784	snp_nonsynonymous
0.0965571404	snp_nonsynonymous
0.0838670731	snp_synonymous
0.100386143	snp_synonymous
0.0743045807	snp_nonsynonymous
0.0585947037	snp_nonsynonymous
0.129972935	snp_nonsynonymous
0.0592617989	snp_nonsynonymous
0.0594120026	snp_synonymous
0.0826120377	snp_intergenic
0.0923042297	snp_synonymous
0.0528769493	snp_synonymous
0.166242123	snp_nonsynonymous
0.0553045273	snp_synonymous
0.0558738708	snp_synonymous
0.0707893372	snp_nonsynonymous
0.0572814941	snp_synonymous
0.0659742355	snp_intergenic
0.0825824738	snp_nonsynonymous
0.0523805618	snp_synonymous
0.0800743103	snp_intergenic
0.0599279404	snp_nonsynonymous
0.108146191	snp_synonymous
0.0678501129	snp_intergenic
0.0647978783	snp_intergenic
0.0901536942	snp_synonymous
0.104121208	snp_nonsynonymous
0.0557341576	snp_synonymous
0.120203018	snp_nonsynonymous
0.0506753922	snp_nonsynonymous
0.092587471	snp_nonsynonymous
0.0581169128	snp_intergenic
0.0641312599	snp_synonymous
0.0599002838	snp_synonymous
0.0664744377	snp_intergenic
0.126827717	snp_intergenic
0.0840830803	snp_nonsynonymous
0.0551109314	snp_synonymous
0.0590581894	snp_synonymous
0.0573525429	snp_nonsynonymous
0.0823245049	snp_synonymous
0.051003933	snp_nonsynonymous
0.0563721657	snp_nonsynonymous
0.059928894	snp_intergenic
0.0731005669	snp_nonsynonymous
0.0586867332	snp_nonsynonymous
0.0584673882	snp_nonsynonymous
0.0651779175	snp_intergenic
0.0697598457	snp_synonymous
0.11798811	snp_nonsynonymous
0.070497036	snp_nonsynonymous
0.0946545601	snp_nonsynonymous
0.0774846077	snp_synonymous
0.0722174644	snp_synonymous
0.0797233582	snp_synonymous
0.0610728264	snp_nonsynonymous
0.071398735	snp_nonsynonymous
0.0631337166	snp_nonsynonymous
0.0696792603	snp_synonymous
0.0762248039	snp_nonsynonymous
0.051527977	snp_nonsynonymous
0.104617596	snp_nonsynonymous
0.0901770592	snp_nonsynonymous
0.0507855415	snp_synonymous
0.0570750237	snp_nonsynonymous
0.0721154213	snp_intergenic
0.0537786484	snp_nonsynonymous
0.197627068	snp_intergenic
0.155046463	snp_nonsynonymous
0.0902347565	snp_synonymous
0.0604858398	snp_nonsynonymous
0.0666708946	snp_nonsynonymous
0.0738930702	snp_nonsynonymous
0.0762615204	snp_nonsynonymous
0.146160126	snp_synonymous
0.0827293396	snp_pseudogene
0.053460598	snp_intergenic
0.0828204155	snp_synonymous
0.0515708923	snp_nonsynonymous
0.0786876678	snp_intergenic
0.138620377	snp_nonsynonymous
0.0910997391	snp_intergenic
0.0720505714	snp_synonymous
0.0628581047	snp_nonsynonymous
0.18187809	snp_intergenic
0.0739250183	snp_intergenic
0.0660414696	snp_nonsynonymous
0.0763502121	snp_nonsynonymous
