frequency	mutation_category
0.140332222	snp_intergenic
0.148327827	snp_intergenic
0.149760246	snp_intergenic
0.145411968	snp_intergenic
0.0591101646	snp_synonymous
0.0665798187	snp_synonymous
0.053422451	snp_synonymous
0.0578050613	snp_synonymous
0.131644726	snp_nonsynonymous
0.126817703	snp_intergenic
0.125767231	snp_intergenic
0.141066551	snp_intergenic
0.148777008	snp_intergenic
0.206131458	snp_nonsynonymous
0.116005421	snp_intergenic
0.0556855202	snp_nonsynonymous
0.0520348549	snp_synonymous
0.0517196655	snp_synonymous
0.0547914505	snp_synonymous
0.0515999794	snp_synonymous
0.302489281	snp_nonsynonymous
0.237245083	snp_synonymous
0.344750404	snp_nonsynonymous
0.135848522	snp_intergenic
0.320055485	snp_nonsynonymous
0.0542006493	snp_pseudogene
0.161090374	snp_pseudogene
0.104751587	snp_pseudogene
0.0542650223	snp_pseudogene
0.0737066269	snp_pseudogene
0.0511007309	snp_pseudogene
0.0560426712	snp_pseudogene
0.154910564	snp_pseudogene
0.123409748	snp_pseudogene
0.0850572586	snp_pseudogene
0.100737572	snp_pseudogene
0.0988163948	snp_pseudogene
0.0977711678	snp_pseudogene
0.0975317955	snp_pseudogene
0.0975370407	snp_pseudogene
0.177575111	snp_pseudogene
0.188329697	snp_pseudogene
0.143888474	snp_pseudogene
0.0912194252	snp_pseudogene
0.0841202736	snp_pseudogene
0.0890817642	snp_pseudogene
0.0868873596	snp_pseudogene
0.10284853	snp_pseudogene
0.0729584694	snp_pseudogene
0.11752367	snp_pseudogene
0.0531220436	snp_pseudogene
0.0530786514	snp_pseudogene
0.0530991554	snp_pseudogene
0.108180523	snp_pseudogene
0.134295464	snp_pseudogene
0.0626401901	snp_pseudogene
0.123586178	snp_pseudogene
0.117381573	snp_pseudogene
0.0868644714	snp_pseudogene
0.0754246712	snp_synonymous
0.167838097	snp_nonsynonymous
0.135499954	snp_nonsynonymous
0.0618700981	snp_nonsynonymous
0.144686222	snp_synonymous
0.141607761	snp_synonymous
0.0785422325	snp_synonymous
0.161577225	snp_synonymous
0.0754833221	snp_synonymous
0.0980114937	snp_nonsynonymous
0.107559681	snp_nonsynonymous
0.169763565	snp_nonsynonymous
0.0760221481	snp_synonymous
0.100749493	snp_synonymous
0.10296917	snp_nonsynonymous
0.114038467	snp_synonymous
0.0701808929	snp_synonymous
0.137181759	snp_synonymous
0.182770252	snp_synonymous
0.141586781	snp_intergenic
0.259874344	snp_intergenic
0.11812973	snp_nonsynonymous
0.319236755	snp_pseudogene
0.0789070129	snp_pseudogene
0.0852193832	snp_intergenic
0.312700748	snp_intergenic
0.0644888878	snp_intergenic
0.116192818	snp_nonsynonymous
0.0902051926	snp_nonsynonymous
0.0789089203	snp_synonymous
0.0837416649	snp_synonymous
0.162873745	snp_synonymous
0.0615172386	snp_intergenic
0.0964741707	snp_nonsynonymous
0.0605340004	snp_nonsynonymous
0.177249432	snp_nonsynonymous
0.0840234756	snp_pseudogene
0.0696744919	snp_pseudogene
0.0688591003	snp_pseudogene
0.0827889442	snp_pseudogene
0.087618351	snp_synonymous
0.174895287	snp_intergenic
0.0712485313	snp_synonymous
0.442595482	snp_intergenic
0.0895109177	snp_nonsynonymous
0.0560808182	snp_nonsynonymous
0.058054924	snp_nonsynonymous
0.0593361855	snp_synonymous
0.401804447	snp_nonsynonymous
0.43650198	snp_nonsynonymous
0.176220894	snp_pseudogene
0.172983646	snp_synonymous
0.0710926056	snp_synonymous
0.0766239166	snp_synonymous
0.0749702454	snp_nonsynonymous
0.0622124672	snp_synonymous
0.109267712	snp_nonsynonymous
0.0824522972	snp_synonymous
0.171196461	snp_nonsynonymous
0.0911927223	snp_nonsynonymous
0.144506931	snp_synonymous
0.116343498	snp_synonymous
0.114769936	snp_nonsynonymous
0.124444485	snp_nonsynonymous
0.0628876686	snp_synonymous
0.139116764	snp_intergenic
0.122681618	snp_intergenic
0.0945925713	snp_intergenic
0.0944981575	snp_intergenic
0.0990982056	snp_intergenic
0.658792019	snp_intergenic
0.255544186	snp_nonsynonymous
0.256496906	snp_nonsynonymous
0.147078514	snp_nonsynonymous
