frequency	mutation_category
0.0940470695	snp_nonsynonymous
0.0874218941	snp_nonsynonymous
0.0554170609	snp_intergenic
0.066672802	snp_intergenic
0.0663809776	snp_intergenic
0.155047894	snp_intergenic
0.161343098	snp_intergenic
0.171898365	snp_synonymous
0.170155048	snp_synonymous
0.408989906	snp_nonsynonymous
0.402423382	snp_synonymous
0.408594608	snp_synonymous
0.0797905922	snp_pseudogene
0.0838074684	snp_pseudogene
0.0521836281	snp_pseudogene
0.0519704819	snp_pseudogene
0.0664343834	snp_pseudogene
0.0974812508	snp_pseudogene
0.128601074	snp_pseudogene
0.138158798	snp_pseudogene
0.144469738	snp_pseudogene
0.148295879	snp_pseudogene
0.064438343	snp_pseudogene
0.136888027	snp_pseudogene
0.0912394524	snp_pseudogene
0.16479826	snp_pseudogene
0.090294838	snp_synonymous
0.0982589722	snp_nonsynonymous
0.113669395	snp_nonsynonymous
0.0810952187	snp_nonsynonymous
0.11413765	snp_nonsynonymous
0.197181225	snp_synonymous
0.370627403	snp_intergenic
0.366316795	snp_intergenic
0.384294987	snp_intergenic
0.113848686	snp_nonsynonymous
0.136478424	snp_nonsynonymous
0.128700733	snp_nonsynonymous
0.347984314	snp_intergenic
0.473146439	snp_intergenic
0.102060795	snp_intergenic
0.116857529	snp_intergenic
0.121403217	snp_intergenic
0.119591713	snp_intergenic
0.319748878	snp_synonymous
0.0588002205	snp_nonsynonymous
0.0684013367	snp_pseudogene
0.185944557	snp_intergenic
0.133746624	snp_intergenic
0.179421425	snp_intergenic
0.104310036	snp_intergenic
0.156587601	snp_intergenic
0.144398212	snp_intergenic
0.11841011	snp_intergenic
0.465141296	snp_intergenic
0.355753422	snp_intergenic
0.350081444	snp_nonsynonymous
0.0819664001	snp_synonymous
0.083422184	snp_synonymous
0.0918745995	snp_synonymous
0.0886440277	snp_synonymous
0.108222961	snp_synonymous
0.0891461372	snp_synonymous
0.0518021584	snp_synonymous
0.0528721809	snp_nonsynonymous
0.0514373779	snp_synonymous
0.285734177	snp_nonsynonymous
0.225934982	snp_synonymous
0.337548733	snp_pseudogene
0.322423458	snp_pseudogene
0.312363625	snp_pseudogene
0.300042152	snp_pseudogene
0.0514154434	snp_synonymous
0.814047337	snp_intergenic
0.180454731	snp_synonymous
0.0888619423	snp_synonymous
0.186069489	snp_synonymous
0.0812692642	snp_synonymous
0.0896868706	snp_intergenic
0.0962381363	snp_intergenic
0.13900423	snp_intergenic
0.0943436623	snp_intergenic
0.0957689285	snp_intergenic
0.080039978	snp_intergenic
