frequency	mutation_category
0.158453465	snp_synonymous
0.390972137	snp_nonsynonymous
0.110902309	snp_synonymous
0.164264202	snp_synonymous
0.164366722	snp_synonymous
0.0752282143	snp_nonsynonymous
0.153382301	snp_synonymous
0.188313007	snp_synonymous
0.307694912	snp_synonymous
0.240598202	snp_synonymous
0.0844392776	snp_synonymous
0.0947823524	snp_synonymous
0.206634521	snp_nonsynonymous
0.274047852	snp_synonymous
0.110944271	snp_nonsynonymous
0.263062954	snp_synonymous
0.240553856	snp_intergenic
0.253032207	snp_synonymous
0.231562614	snp_synonymous
0.219015121	snp_intergenic
0.199879646	snp_intergenic
0.189834118	snp_intergenic
0.242228508	snp_synonymous
0.242396355	snp_nonsynonymous
0.209745884	snp_nonsynonymous
0.232075691	snp_nonsynonymous
0.219148159	snp_nonsynonymous
0.218788147	snp_synonymous
0.218972206	snp_nonsynonymous
0.161068439	snp_synonymous
0.104079723	snp_nonsynonymous
0.0906014442	snp_synonymous
0.112662315	snp_nonsynonymous
0.169816971	snp_pseudogene
0.183722973	snp_pseudogene
0.0965099335	snp_pseudogene
0.116106987	snp_nonsynonymous
0.103298187	snp_nonsynonymous
0.145257473	snp_nonsynonymous
0.0824842453	snp_intergenic
0.0503482819	snp_intergenic
0.0578589439	snp_intergenic
0.0630741119	snp_intergenic
0.0822715759	snp_intergenic
0.139267921	snp_intergenic
0.141553879	snp_intergenic
0.108623028	snp_intergenic
0.091591835	snp_pseudogene
0.0954208374	snp_pseudogene
0.0702309608	snp_pseudogene
0.120194912	snp_pseudogene
0.114751339	snp_pseudogene
0.166506767	snp_pseudogene
0.154218197	snp_pseudogene
0.173442364	snp_pseudogene
0.172348976	snp_pseudogene
0.205721855	snp_pseudogene
0.205755711	snp_pseudogene
0.133588791	snp_pseudogene
0.10347271	snp_pseudogene
0.147530079	snp_pseudogene
0.144936085	snp_pseudogene
0.140449524	snp_pseudogene
0.138712883	snp_pseudogene
0.138282776	snp_pseudogene
0.138177872	snp_pseudogene
0.134148598	snp_pseudogene
0.124699116	snp_pseudogene
0.152000904	snp_pseudogene
0.151941299	snp_pseudogene
0.0503058434	snp_intergenic
0.0501766205	snp_intergenic
0.0593113899	snp_pseudogene
0.0628480911	snp_pseudogene
0.0518460274	snp_pseudogene
0.123269081	snp_pseudogene
0.117693424	snp_pseudogene
0.111771584	snp_pseudogene
0.349484444	snp_intergenic
