frequency	mutation_category
0.0994625092	snp_synonymous
0.07594347	snp_nonsynonymous
0.0556101799	snp_nonsynonymous
0.0650339127	snp_synonymous
0.0567517281	snp_nonsynonymous
0.0568795204	snp_nonsynonymous
0.0604948997	snp_synonymous
0.0615992546	snp_nonsense
0.0734462738	snp_synonymous
0.0785489082	snp_nonsynonymous
0.060353756	snp_synonymous
0.0555138588	snp_nonsynonymous
0.0937247276	snp_nonsynonymous
0.120209217	snp_nonsynonymous
0.0597901344	snp_nonsynonymous
0.057284832	snp_nonsynonymous
0.0900325775	snp_nonsynonymous
0.071958065	snp_nonsynonymous
0.059114933	snp_nonsynonymous
0.067940712	snp_nonsynonymous
0.105919361	snp_nonsynonymous
0.0598459244	snp_nonsynonymous
0.0701069832	snp_synonymous
0.0688242912	snp_synonymous
0.0690207481	snp_synonymous
0.0671830177	snp_nonsynonymous
0.0531768799	snp_intergenic
0.0647950172	snp_nonsynonymous
0.0511689186	snp_synonymous
0.0809206963	snp_nonsynonymous
0.0509734154	snp_synonymous
0.0972123146	snp_nonsynonymous
0.143146992	snp_nonsynonymous
0.0909638405	snp_nonsynonymous
0.112006664	snp_synonymous
0.0641074181	snp_intergenic
0.138471603	snp_intergenic
0.112910271	snp_synonymous
0.0620112419	snp_synonymous
0.0554347038	snp_synonymous
0.0519270897	snp_nonsynonymous
0.0738859177	snp_nonsynonymous
0.127889156	snp_nonsense
0.058204174	snp_nonsynonymous
0.103031635	snp_nonsynonymous
0.0831599236	snp_nonsynonymous
0.157856464	snp_nonsynonymous
0.0617518425	snp_synonymous
0.0748586655	snp_nonsynonymous
0.0623550415	snp_synonymous
0.087805748	snp_nonsynonymous
0.0581345558	snp_nonsynonymous
0.117972374	snp_nonsynonymous
0.0902547836	snp_synonymous
0.065618515	snp_nonsynonymous
0.100588322	snp_nonsynonymous
0.33998394	snp_intergenic
0.183923244	snp_intergenic
0.051902771	snp_nonsynonymous
0.135275841	snp_nonsynonymous
0.105548859	snp_synonymous
0.0526413918	snp_nonsynonymous
0.057477951	snp_synonymous
0.25118494	snp_intergenic
0.117110729	snp_nonsynonymous
0.0513753891	snp_nonsynonymous
0.0769352913	snp_nonsynonymous
0.0568447113	snp_nonsynonymous
0.0622553825	snp_intergenic
0.0603590012	snp_nonsynonymous
0.115025043	snp_synonymous
0.0839867592	snp_intergenic
0.0516252518	snp_nonsynonymous
0.0636105537	snp_nonsynonymous
0.0517339706	snp_synonymous
0.171092033	snp_nonsynonymous
0.050298214	snp_nonsynonymous
0.057952404	snp_synonymous
0.0562672615	snp_nonsynonymous
0.0548739433	snp_intergenic
0.0546264648	snp_nonsynonymous
0.0697278976	snp_nonsynonymous
0.0533657074	snp_intergenic
0.0538129807	snp_nonsynonymous
0.079957962	snp_synonymous
0.0599536896	snp_nonsynonymous
0.071059227	snp_synonymous
0.0688729286	snp_nonsynonymous
0.0534644127	snp_nonsynonymous
0.0945258141	snp_intergenic
0.123325825	snp_synonymous
0.112802982	snp_nonsynonymous
0.079431057	snp_nonsynonymous
0.058678627	snp_nonsynonymous
0.0691876411	snp_nonsynonymous
0.0516405106	snp_nonsynonymous
0.0734419823	snp_intergenic
0.0673303604	snp_nonsynonymous
0.0592589378	snp_nonsynonymous
0.0562181473	snp_nonsynonymous
0.0690422058	snp_nonsynonymous
0.0732078552	snp_intergenic
0.0811181068	snp_nonsynonymous
0.0558862686	snp_synonymous
0.0675034523	snp_nonsynonymous
0.0619063377	snp_nonsynonymous
0.0521559715	snp_nonsynonymous
0.05352211	snp_nonsynonymous
0.073741436	snp_nonsynonymous
0.0668268204	snp_synonymous
0.0590395927	snp_synonymous
0.0765223503	snp_nonsynonymous
0.073621273	snp_nonsynonymous
0.116372108	snp_nonsynonymous
0.0617842674	snp_nonsynonymous
0.0903286934	snp_nonsynonymous
0.0500659943	snp_nonsynonymous
0.0762352943	snp_nonsynonymous
0.0762529373	snp_nonsynonymous
0.058423996	snp_synonymous
0.121780872	snp_nonsynonymous
0.326567173	snp_nonsynonymous
0.0692677498	snp_nonsynonymous
0.0527687073	snp_nonsynonymous
0.0581645966	snp_nonsynonymous
0.0771918297	snp_nonsynonymous
0.0574035645	snp_nonsynonymous
0.0518965721	snp_nonsynonymous
0.100823879	snp_nonsynonymous
0.0567955971	snp_intergenic
0.0553126335	snp_intergenic
0.0612983704	snp_nonsynonymous
0.0695977211	snp_nonsynonymous
0.0564250946	snp_synonymous
0.0593075752	snp_nonsynonymous
0.0553736687	snp_nonsynonymous
0.051680088	snp_synonymous
0.05519104	snp_intergenic
0.150724411	snp_intergenic
0.0719366074	snp_nonsynonymous
0.0883498192	snp_nonsynonymous
0.102987766	snp_synonymous
0.101485252	snp_synonymous
0.055618763	snp_intergenic
0.0974593163	snp_intergenic
0.0696430206	snp_nonsynonymous
0.0745167732	snp_intergenic
0.0579161644	snp_intergenic
0.110188961	snp_nonsynonymous
0.0613460541	snp_synonymous
0.0526003838	snp_nonsynonymous
0.10986948	snp_synonymous
0.0505862236	snp_intergenic
0.0957026482	snp_nonsynonymous
0.0931630135	snp_synonymous
0.0675172806	snp_synonymous
