frequency	mutation_category
0.0516314507	snp_nonsynonymous
0.0506291389	snp_intergenic
0.0597419739	snp_nonsynonymous
0.058950901	snp_nonsynonymous
0.110613346	snp_nonsynonymous
0.169071674	snp_nonsynonymous
0.057144165	snp_intergenic
0.070663929	snp_nonsynonymous
0.0579023361	snp_synonymous
0.190156937	snp_intergenic
0.0658326149	snp_nonsynonymous
0.0710396767	snp_nonsynonymous
0.0677709579	snp_intergenic
0.0529551506	snp_synonymous
0.0689296722	snp_nonsynonymous
0.0758638382	snp_synonymous
0.0670318604	snp_nonsynonymous
0.0538983345	snp_synonymous
0.0601410866	snp_nonsynonymous
0.0541629791	snp_nonsynonymous
0.072822094	snp_nonsynonymous
0.0563149452	snp_intergenic
0.0641651154	snp_synonymous
0.0526380539	snp_synonymous
0.0622339249	snp_nonsynonymous
0.110208988	snp_nonsynonymous
0.0892357826	snp_nonsynonymous
0.0648593903	snp_synonymous
0.05356884	snp_nonsynonymous
0.0565366745	snp_nonsynonymous
0.0591740608	snp_synonymous
0.0601558685	snp_nonsynonymous
0.0518817902	snp_nonsynonymous
0.126659393	snp_intergenic
0.0644950867	snp_nonsynonymous
0.0582885742	snp_synonymous
0.209578037	snp_intergenic
0.0528063774	snp_synonymous
0.0621061325	snp_nonsynonymous
0.0711045265	snp_intergenic
0.0758085251	snp_nonsynonymous
0.081589222	snp_synonymous
0.0514154434	snp_synonymous
0.0806450844	snp_nonsense
0.0707650185	snp_synonymous
0.270294666	snp_nonsynonymous
0.0516653061	snp_synonymous
0.0582132339	snp_nonsynonymous
0.0533800125	snp_pseudogene
0.0542182922	snp_synonymous
0.0626411438	snp_nonsynonymous
0.0607538223	snp_synonymous
0.0589308739	snp_nonsynonymous
0.0709600449	snp_synonymous
0.0680336952	snp_synonymous
0.0693120956	snp_synonymous
0.0562467575	snp_synonymous
0.0971827507	snp_intergenic
0.0589156151	snp_intergenic
0.0511341095	snp_nonsynonymous
0.25244379	snp_intergenic
0.0649342537	snp_synonymous
0.0623483658	snp_nonsynonymous
0.0662465096	snp_nonsynonymous
0.12561512	snp_pseudogene
0.131388187	snp_pseudogene
0.0578827858	snp_nonsynonymous
0.233708382	snp_intergenic
0.0701236725	snp_nonsynonymous
0.0597038269	snp_nonsynonymous
0.0513019562	snp_nonsynonymous
0.0566601753	snp_intergenic
0.0736112595	snp_nonsynonymous
0.057451725	snp_nonsynonymous
0.0550899506	snp_nonsynonymous
0.0755567551	snp_intergenic
0.1060462	snp_nonsynonymous
0.0598287582	snp_nonsynonymous
0.0556139946	snp_intergenic
0.0679368973	snp_intergenic
0.051759243	snp_synonymous
0.0709247589	snp_nonsynonymous
0.115067959	snp_synonymous
0.0570316315	snp_nonsynonymous
0.0596203804	snp_intergenic
0.0540761948	snp_synonymous
0.0614619255	snp_nonsynonymous
0.0540108681	snp_nonsynonymous
0.0589828491	snp_nonsynonymous
0.0504622459	snp_nonsynonymous
0.0654726028	snp_intergenic
0.134374619	snp_nonsynonymous
0.112019539	snp_synonymous
0.0752596855	snp_nonsynonymous
0.0656785965	snp_nonsynonymous
0.0514101982	snp_nonsynonymous
0.0809617043	snp_nonsynonymous
0.0764565468	snp_nonsynonymous
0.0571455956	snp_nonsynonymous
0.0533261299	snp_intergenic
0.111914158	snp_nonsynonymous
0.0634727478	snp_nonsynonymous
0.0646252632	snp_nonsynonymous
0.0511183739	snp_nonsynonymous
0.0802097321	snp_nonsynonymous
0.138124466	snp_nonsynonymous
0.0643615723	snp_nonsynonymous
0.0502958298	snp_synonymous
0.074739933	snp_nonsynonymous
0.0530061722	snp_nonsynonymous
0.166580677	snp_synonymous
0.0540623665	snp_nonsynonymous
0.0943293571	snp_nonsynonymous
0.0507912636	snp_nonsynonymous
0.0913486481	snp_nonsynonymous
0.0732383728	snp_synonymous
0.100695133	snp_nonsynonymous
0.0981326103	snp_nonsynonymous
0.135355473	snp_nonsynonymous
0.0533871651	snp_pseudogene
0.0725808144	snp_nonsynonymous
0.0870079994	snp_nonsynonymous
0.0632944107	snp_nonsynonymous
0.0609307289	snp_nonsynonymous
0.0567579269	snp_nonsynonymous
0.0620121956	snp_synonymous
0.0606966019	snp_nonsynonymous
0.0540347099	snp_synonymous
0.0580506325	snp_synonymous
0.0538516045	snp_intergenic
0.0695233345	snp_intergenic
0.0555801392	snp_nonsynonymous
0.0693254471	snp_nonsynonymous
0.192845345	snp_nonsynonymous
