freq	total_cov	major_cov	minor_cov
0.0842781067	142	130	12
0.156658649	62	51	10
0.273076534	37	25	9
0.0681686401	60	55	5
0.0646896362	77	71	5
0.119562149	57	49	7
0.108736992	72	63	9
0.105023861	74	66	8
0.0954194069	60	54	6
0.156469822	62	52	10
0.0932292938	90	81	9
0.18599987	108	83	18
0.217172146	112	87	25
0.207885742	115	91	24
0.157026768	102	84	17
0.153357983	26	22	4
0.133614063	76	65	11
0.108985424	80	71	9
0.0862779617	80	73	7
0.10444212	71	62	9
0.119803429	72	62	10
0.0957670212	80	71	9
0.0882902145	81	72	7
0.222679615	73	56	17
0.104115009	64	57	7
0.195878506	85	65	19
0.0567569733	65	61	4
0.373615742	68	42	26
0.0590839386	128	117	11
0.0609736443	133	124	9
0.186996937	64	51	13
0.239747047	77	57	18
