frequency	mutation_category
0.0597033501	snp_nonsynonymous
0.0821995735	snp_nonsynonymous
0.0697965622	snp_nonsynonymous
0.152360439	snp_intergenic
0.553667545	snp_nonsense
0.102820396	snp_synonymous
0.0589160919	snp_nonsynonymous
0.0598926544	snp_synonymous
0.0737695694	snp_nonsynonymous
0.0670180321	snp_nonsynonymous
0.0564393997	snp_nonsynonymous
0.0675692558	snp_synonymous
0.0879306793	snp_synonymous
0.430351734	snp_nonsynonymous
0.219285011	snp_synonymous
0.12606144	snp_synonymous
0.0697383881	snp_synonymous
0.0657248497	snp_nonsynonymous
0.186583042	snp_synonymous
0.0824375153	snp_nonsynonymous
0.0562400818	snp_synonymous
0.127214909	snp_nonsynonymous
0.104218006	snp_synonymous
0.0548176765	snp_synonymous
0.0746297836	snp_nonsynonymous
0.0719509125	snp_pseudogene
0.0751771927	snp_nonsynonymous
0.0553541183	snp_nonsynonymous
0.0737752914	snp_nonsynonymous
0.102540493	snp_nonsense
0.0571446419	snp_synonymous
0.0660381317	snp_synonymous
0.122859955	snp_intergenic
0.0944600105	snp_intergenic
0.089486599	snp_nonsynonymous
0.0616679192	snp_nonsynonymous
0.157972336	snp_intergenic
0.0798401833	snp_intergenic
0.153913021	snp_intergenic
0.267658234	snp_intergenic
0.174137115	snp_intergenic
0.169632435	snp_nonsynonymous
0.0517020226	snp_nonsynonymous
0.0790629387	snp_synonymous
0.0851759911	snp_nonsynonymous
0.0746002197	snp_nonsynonymous
0.154553413	snp_nonsynonymous
0.0614013672	snp_nonsynonymous
0.0690841675	snp_nonsynonymous
0.0628380775	snp_nonsynonymous
0.148915291	snp_nonsynonymous
0.0681681633	snp_nonsynonymous
0.138785839	snp_synonymous
0.0679593086	snp_synonymous
0.0564322472	snp_synonymous
0.0997028351	snp_nonsynonymous
0.24947691	snp_nonsynonymous
0.0889291763	snp_nonsynonymous
0.112534046	snp_nonsynonymous
0.0511507988	snp_synonymous
0.0645294189	snp_synonymous
0.064136982	snp_synonymous
0.075884819	snp_nonsynonymous
0.0568299294	snp_nonsynonymous
0.0813875198	snp_nonsynonymous
0.0829262733	snp_nonsynonymous
