frequency	mutation_category
0.113278866	snp_nonsynonymous
0.14917326	snp_synonymous
0.0845003128	snp_nonsynonymous
0.0536680222	snp_synonymous
0.269071579	snp_noncoding
0.241328716	snp_noncoding
0.137153625	snp_noncoding
0.129475594	snp_noncoding
0.129292488	snp_noncoding
0.101575375	snp_noncoding
0.110413074	snp_noncoding
0.0880446434	snp_noncoding
0.0852894783	snp_noncoding
0.0974106789	snp_noncoding;nonsynonymous
0.0855984688	snp_noncoding;synonymous
0.0856113434	snp_noncoding;nonsynonymous
0.0888772011	snp_intergenic
0.0761499405	snp_nonsynonymous
0.0561914444	snp_nonsynonymous
0.220089912	snp_synonymous
0.156388283	snp_synonymous
0.101170063	snp_intergenic
0.125526905	snp_synonymous
0.0755343437	snp_synonymous
0.0763459206	snp_synonymous
0.0608086586	snp_nonsynonymous
0.0534238815	snp_intergenic
0.0522933006	snp_nonsynonymous
0.0860447884	snp_synonymous
0.0588393211	snp_noncoding
0.0736517906	snp_nonsynonymous
0.0612740517	snp_synonymous
0.0633225441	snp_synonymous
0.0678153038	snp_synonymous
0.0705218315	snp_synonymous
0.0748772621	snp_synonymous
0.0828409195	snp_synonymous
0.0980215073	snp_synonymous
0.0975103378	snp_synonymous
0.10484457	snp_synonymous
0.0795807838	snp_synonymous
0.0652513504	snp_synonymous
0.0641345978	snp_synonymous
0.0515966415	snp_nonsynonymous
0.106545448	snp_synonymous
0.0694098473	snp_synonymous
0.105220318	snp_synonymous
0.108082294	snp_nonsynonymous
0.057934761	snp_intergenic
0.0765089989	snp_nonsynonymous
0.116957664	snp_synonymous
0.139185905	snp_nonsynonymous
0.114213467	snp_nonsynonymous
0.070338726	snp_synonymous
0.0838561058	snp_nonsynonymous
0.0829463005	snp_synonymous
0.241038799	snp_nonsynonymous
0.264762878	snp_synonymous
0.0948982239	snp_nonsynonymous
0.243219376	snp_nonsense
0.0718708038	snp_nonsynonymous
0.0697379112	snp_nonsynonymous
0.104868412	snp_nonsynonymous
0.138102531	snp_nonsynonymous
