frequency	mutation_category
0.0682501793	snp_synonymous
0.0680794716	snp_nonsynonymous
0.068669796	snp_synonymous
0.0690646172	snp_nonsynonymous
0.0812325478	snp_synonymous
0.0826663971	snp_nonsynonymous
0.085981369	snp_synonymous
0.0905590057	snp_synonymous
0.0893449783	snp_synonymous
0.0778274536	snp_synonymous
0.0765571594	snp_synonymous
0.075314045	snp_synonymous
0.075319767	snp_synonymous
0.104325294	snp_synonymous
0.112579346	snp_synonymous
0.095744133	snp_synonymous
0.0892663002	snp_synonymous
0.0872373581	snp_synonymous
0.0839357376	snp_synonymous
0.086742878	snp_synonymous
0.0825328827	snp_synonymous
0.0830688477	snp_synonymous
0.077890873	snp_synonymous
0.086233139	snp_synonymous
0.103733063	snp_synonymous
0.110747337	snp_synonymous
0.114489555	snp_synonymous
0.124644756	snp_synonymous
0.118767738	snp_synonymous
0.104812145	snp_synonymous
0.105305672	snp_synonymous
0.114572048	snp_synonymous
0.088104248	snp_synonymous
0.0881195068	snp_synonymous
0.0938405991	snp_synonymous
0.0553107262	snp_synonymous
0.0550498962	snp_nonsynonymous
0.0520730019	snp_synonymous
0.0513477325	snp_synonymous
0.0569391251	snp_nonsynonymous
0.0563097	snp_synonymous
0.0654797554	snp_synonymous
0.0652732849	snp_synonymous
0.0629615784	snp_synonymous
0.0621266365	snp_synonymous
0.0662288666	snp_synonymous
0.0949702263	snp_synonymous
0.0967817307	snp_synonymous
0.0967130661	snp_nonsynonymous
0.0941119194	snp_synonymous
0.0944113731	snp_synonymous
0.0852203369	snp_synonymous
0.080640316	snp_synonymous
0.0843381882	snp_synonymous
0.0900940895	snp_synonymous
0.0881037712	snp_synonymous
0.0754132271	snp_synonymous
0.11514473	snp_synonymous
0.124964237	snp_synonymous
0.0590538979	snp_nonsynonymous
0.0630822182	snp_nonsynonymous
0.139891624	snp_synonymous
0.113201618	snp_nonsynonymous
0.144384861	snp_nonsynonymous
0.174082279	snp_nonsynonymous
0.109046459	snp_synonymous
0.115656376	snp_synonymous
0.226928234	snp_synonymous
0.210950375	snp_synonymous
0.0943393707	snp_synonymous
0.117042065	snp_synonymous
0.251132488	snp_nonsynonymous
0.098347187	snp_synonymous
0.128088951	snp_synonymous
0.159546852	snp_synonymous
0.100345135	snp_synonymous
0.0999641418	snp_nonsynonymous
0.0755076408	snp_synonymous
0.0711145401	snp_synonymous
0.0568656921	snp_synonymous
0.0808053017	snp_synonymous
0.0686392784	snp_nonsynonymous
0.143820286	snp_synonymous
0.14565134	snp_synonymous
0.156006336	snp_synonymous
0.230587006	snp_synonymous
0.235703468	snp_synonymous
0.274508953	snp_synonymous
0.315504551	snp_synonymous
0.348694801	snp_synonymous
0.422445774	snp_nonsynonymous
0.275907516	snp_synonymous
0.274894238	snp_synonymous
0.274919033	snp_synonymous
0.225270748	snp_synonymous
0.145796776	snp_synonymous
0.0967497826	snp_synonymous
0.14799881	snp_synonymous
0.162133217	snp_nonsynonymous
0.14509201	snp_synonymous
0.067243576	snp_synonymous
0.0796775818	snp_synonymous
0.0989632607	snp_nonsynonymous
0.097304821	snp_nonsynonymous
0.0920815468	snp_nonsynonymous
0.0896282196	snp_synonymous
0.10421133	snp_nonsynonymous
0.0932507515	snp_nonsynonymous
0.0933771133	snp_synonymous
0.100285053	snp_synonymous
0.0869216919	snp_synonymous
0.083009243	snp_synonymous
0.0616374016	snp_synonymous
0.112823009	snp_synonymous
0.166445732	snp_synonymous
0.209290981	snp_synonymous
0.204334736	snp_synonymous
0.206701279	snp_synonymous
0.213134766	snp_synonymous
0.223603725	snp_synonymous
0.211792469	snp_synonymous
0.22837162	snp_nonsynonymous
0.210492134	snp_synonymous
0.15728426	snp_synonymous
0.190878868	snp_nonsynonymous
0.102547169	snp_synonymous
0.10191679	snp_synonymous
0.0693473816	snp_synonymous
0.0799856186	snp_synonymous
0.0544557571	snp_synonymous
0.061630249	snp_synonymous
0.058573246	snp_synonymous
0.0594367981	snp_nonsynonymous
0.060649395	snp_synonymous
0.0645313263	snp_nonsynonymous
0.0726175308	snp_nonsynonymous
0.0818791389	snp_synonymous
0.0750117302	snp_synonymous
0.0895528793	snp_synonymous
0.0518360138	snp_nonsynonymous
0.0624775887	snp_nonsynonymous
0.0934715271	snp_noncoding
0.123740196	snp_noncoding
0.0805802345	snp_noncoding
0.0725674629	snp_noncoding
0.129004955	snp_noncoding
0.0589771271	snp_noncoding
0.0676083565	snp_noncoding
0.0906538963	snp_noncoding
0.0928821564	snp_noncoding
0.0812444687	snp_noncoding
0.0791153908	snp_noncoding
0.0907206535	snp_noncoding
0.0801644325	snp_noncoding
0.170207977	snp_noncoding
0.0933213234	snp_noncoding
0.0863614082	snp_noncoding
0.0801892281	snp_noncoding
0.0500249863	snp_noncoding
0.715723038	snp_noncoding
0.809654713	snp_noncoding
0.749899387	snp_noncoding
0.731696129	snp_noncoding
0.757932663	snp_noncoding
0.750565529	snp_noncoding
0.318012238	snp_noncoding
0.552809238	snp_noncoding
0.790312767	snp_noncoding
0.619520187	snp_noncoding
0.466763973	snp_noncoding
0.399625301	snp_noncoding
0.619045258	snp_noncoding
0.44512558	snp_noncoding
0.429033279	snp_noncoding
0.384512424	snp_noncoding
0.500506878	snp_noncoding
0.53840971	snp_noncoding
0.537695885	snp_noncoding
0.583697796	snp_noncoding
0.431882858	snp_noncoding
0.461550713	snp_noncoding
0.461327076	snp_noncoding
0.428591728	snp_noncoding
0.428734303	snp_noncoding
0.428560257	snp_noncoding
0.428521633	snp_noncoding
0.430730343	snp_noncoding
0.375071049	snp_noncoding
0.344398022	snp_noncoding
0.637722969	snp_noncoding
0.643102169	snp_noncoding
0.765600204	snp_noncoding
0.731289387	snp_noncoding
0.113902569	snp_synonymous
0.0597295761	snp_synonymous
0.0521178246	snp_synonymous
0.0554962158	snp_synonymous
0.0543141365	snp_synonymous
0.0874929428	snp_synonymous
0.108020782	snp_synonymous
0.105239391	snp_synonymous
0.0747113228	snp_synonymous
0.0747876167	snp_synonymous
0.0871911049	snp_nonsynonymous
0.0591492653	snp_synonymous
0.0686244965	snp_synonymous
0.0716943741	snp_synonymous
0.0750083923	snp_synonymous
0.0765666962	snp_synonymous
0.0683422089	snp_synonymous
0.0728559494	snp_nonsynonymous
0.0517511368	snp_synonymous
0.0568728447	snp_nonsynonymous
0.0537018776	snp_nonsynonymous
0.0558114052	snp_synonymous
0.0560436249	snp_synonymous
0.0528421402	snp_synonymous
0.0543174744	snp_synonymous
0.0513014793	snp_synonymous
0.0723495483	snp_synonymous
0.0695052147	snp_synonymous
0.0649747849	snp_synonymous
0.0738348961	snp_synonymous
0.0731401443	snp_synonymous
0.108095646	snp_synonymous
0.105033875	snp_synonymous
0.0980443954	snp_synonymous
0.0823550224	snp_synonymous
0.0635404587	snp_synonymous
0.0624217987	snp_nonsynonymous
0.06661129	snp_nonsynonymous
0.0620355606	snp_synonymous
