entry_id,source,gene_unique_identifier,gene_callers_id,gene_name,gene_hmm_id,e_value
0,Campbell_et_al,06521203ee743a42705af5a874eca7e1c55042320012ee341dfbcce4,389,Ribosomal_L9_C,PF03948.9,8.6e-32
1,Campbell_et_al,42eb01b9ee7574cfb8e9ca423ebd081341b96f50c66660c1316612df,1197,Ribosomal_L13,PF00572.13,2.9e-54
2,Campbell_et_al,3ebb8a6cbe4d54fe56adeef0e283c4f0e129dd5a0b8378e3427db71e,1475,Ribosomal_L28,PF00830.14,9.0e-24
3,Campbell_et_al,667b62bbd46fa1b24cda652fd5dc63d6b59fdf864c7ac2a0377fc9d2,169,TruB_N,PF01509.13,1.3e-52
4,Campbell_et_al,f11fd8fbc4c1bec6d6919962a94db50afceb7e7a54b911cf62c2fb14,1155,RNA_pol_Rpb2_3,PF04565.11,1.4e-28
5,Campbell_et_al,a08ae2a125eebf753fe6e471e5fc46148730022433422e862b9a9a36,2821,RuvA_C,PF07499.8,1.0e-10
6,Campbell_et_al,1095978db7882890fac94d5e4a3e40751bc0b92aa610e39c41dd24b8,47,tRNA-synt_2d,PF01409.15,6.8e-101
7,Campbell_et_al,ee08a1216559f3155a3741b6361b288261678bf6211bd42f0905e463,3142,GrpE,PF01025.14,1.8e-36
8,Campbell_et_al,da834e7f1c2589a0db1cadd85caa228d2387dfca7a37e2db7bd90300,1154,Ribosomal_L12,PF00542.14,8.2e-31
9,Campbell_et_al,47b377f4af01baa8d68f55929eed9b9c90c19dd1ec53b3d71d5c44a1,956,Ribosomal_L27,PF01016.14,2.9e-38
10,Campbell_et_al,6c67cd653d5cfa855511d1821847b7ce0546b5d0e8da78201dbaa9d6,1189,RNA_pol_L,PF01193.19,8.0e-21
11,Campbell_et_al,e48155bdff0e10f18946dbf6ad6f88df58128c682dcd74910394e306,172,RBFA,PF02033.13,1.4e-30
12,Campbell_et_al,727a8289168f10436e2cca2cc110ce589d3ed3c0ebc641085f7ca398,1162,Ribosomal_L3,PF00297.17,6.6e-42
