entry_id,source,gene_unique_identifier,gene_callers_id,gene_name,gene_hmm_id,e_value
0,Rinke_et_al,6cf1300e00e1c9d4dc7dbd0c419e26527bbd3a8adb798db98981bd0a,946,Ribosomal_L30,PF00327.17,4.1e-19
1,Rinke_et_al,e75673d1fd6708ecd1c7039da8425dc003b46760b76442ed3dd7232b,5622,AdoHcyase_NAD,PF00670.18,2.9e-84
2,Rinke_et_al,faefb6509d3e88736ae602daabf9dcb959c420b4058164cf1f45e7bc,1087,AdoHcyase_NAD,PF00670.18,6.3e-09
3,Rinke_et_al,6968d36d7f1e9cf5090785ea3d7f39e8b231d9426d296691f5209bb6,931,Ribosomal_L2_C,PF03947.15,4.6e-58
4,Rinke_et_al,577de784eb6c9e96b1e409a6c42b22c233dfbcb36bd83f09d18aa3b7,406,RNase_HII,PF01351.15,3.3e-40
5,Rinke_et_al,a1964aebf8e23ded28a21bdf2188e8470eb8fb6e7eb598f4c06dbfec,5752,DHO_dh,PF01180.18,2.6e-93
6,Rinke_et_al,c42c779cb278d84319f1b4e95bd4446b7a8c37b12c65690d81576f3b,930,Ribosomal_L23,PF00276.17,2.1e-34
7,Rinke_et_al,32e150be1a00e408045dcdfc9949bb40545bee3aaa9912c9da502022,4991,CTP_synth_N,PF06418.11,2.0e-120
8,Rinke_et_al,bf46b3a2c85bf957810ddc01437d9df4a11a9ec9bfef6859fd433aef,944,Ribosomal_L18p,PF00861.19,8.4e-45
9,Rinke_et_al,f417e71953b26084750018da4f8e0ad4dc0b082adfd525274a2ea48c,7524,DNA_binding_1,PF01035.17,3.7e-28
10,Rinke_et_al,30827ed82b6ad5a3fd4f10f699e0122ec472b7ca4c2d5703083d7d2b,6513,RNA_pol_A_bac,PF01000.23,3.8e-25
11,Rinke_et_al,306ffd300a5c27e4b18c5d030f3b6c88d135415172629bd07182dbf9,943,Ribosomal_L6,PF00347.20,5.9e-40
12,Rinke_et_al,2c00f0319757fbb0480d4e3f91a6261c3dced550f3bad641011725bd,884,LigT_PEase,PF02834.13,2.6e-28
13,Rinke_et_al,5dcd022522bbd3e1e10854301eeef437c77e1f0a54e6cd0263712508,7671,DHO_dh,PF01180.18,3.6e-26
14,Rinke_et_al,25ae754a3fe5da9d7a609f76944ff7949febf6709c358cb5de07f1de,932,Ribosomal_S19,PF00203.18,7.7e-37
15,Rinke_et_al,4a2e2bd4e30a6d8c6cf295470a4e9211fe91419b203934a4eec28ea5,669,B5,PF03484.12,3.2e-19
16,Rinke_et_al,e8deaf7004388e75b66611fd234ab627536a585ef902de30ed62f02c,942,Ribosomal_S8,PF00410.16,4.8e-47
17,Rinke_et_al,c18f4409cccb6573b440986c8dace8a3c81ef8e71ec677eb0f142104,913,RNA_pol_Rpb1_4,PF05000.14,8.1e-21
18,Rinke_et_al,44268c1a01babfc9b2329228ef6eeb38932caff4f1c952ccbfa193ab,1681,IF-2,PF11987.5,9.3e-40
19,Rinke_et_al,50da0f32449c3831226a794a51521d3de63c4d415f62dc8d7c05024f,3755,tRNA-synt_1c,PF00749.18,6.6e-87
20,Rinke_et_al,041a31b04bfbc60a9daf92fe75cad669ec913852b9f23af3b35935a9,929,Ribosomal_L4,PF00573.19,4.7e-66
21,Rinke_et_al,2f74ff8a66f0198233a53cfd952c6d197ebd5d6660c0142687860971,8364,Rib_5-P_isom_A,PF06026.11,8.1e-60
22,Rinke_et_al,50e469cf9cfc03b9e2b34e89180a3ce9ad9ee0e95efc0340c199b65a,1435,NDK,PF00334.16,9.6e-56
23,Rinke_et_al,236d398697f0ea15b3b880492f1b27f1e5e42d932f3e240e7950545b,923,EFG_C,PF00679.21,1.3e-34
24,Rinke_et_al,dfa4b4f4c3c294b11e4a85db14602f8a065464c926ba0ee5477178b7,7568,EFG_C,PF00679.21,9.9e-23
25,Rinke_et_al,6ba393070332b5e37a8b1626738de5733652b6d9512260598e2e48c4,1970,EFG_C,PF00679.21,6.3e-24
26,Rinke_et_al,571542c45b163bcb16d5b5f1cd10698eab16fe2b004a6b847ea5cf7c,5484,ATP-synt_C,PF00137.18,7.0e-18
27,Rinke_et_al,ead66a679194a6474d818c17d448627608167c3dc24634cb13efe25c,8280,tRNA-synt_1c,PF00749.18,1.4e-68
28,Rinke_et_al,32fcf2c2332ff6df35e59a79b9467931f585fc442bdcd9af9c899466,3772,Ribosomal_S2,PF00318.17,5.4e-97
29,Rinke_et_al,439563b57af77732e46a68eb0c8409cfbf0869a444df21ac03c375e5,6247,DNA_binding_1,PF01035.17,2.6e-34
30,Rinke_et_al,441b2a1a30942a72f22ed0688a6583f70901d95119be42385273ae0a,5482,ATP-synt_D,PF01813.14,3.2e-16
31,Rinke_et_al,aba4f110a4ff47572a224402b906dd9ad4faf0cfd87ffcb4fe9e6e3a,3090,DFP,PF04127.12,2.2e-07
32,Rinke_et_al,60a5d96b8d54f6d3c08d058a941de43cf3fe74b2e9f3f0db807faf44,6511,Ribosomal_S13,PF00416.19,1.1e-36
33,Rinke_et_al,d346c4ef49900215839a3444cdd43bb49a6b0e8c4f5b7ecb2c9d40b6,933,Ribosomal_L22,PF00237.16,9.0e-30
34,Rinke_et_al,b66c336796c0586edb4a02e3dd2ac3ebfe1efce522cadd044ad08b3a,908,Ribosomal_L11_N,PF03946.11,7.3e-32
35,Rinke_et_al,43040c7f458bb84cdc9bbcb0405ff2de1447de0f730a740f2c9e2c2f,7565,ATP-synt_C,PF00137.18,2.4e-15
36,Rinke_et_al,4980673c3dd703ea02be1b16ee8985967924359a9c80ecaf935598a6,3115,AdoHcyase_NAD,PF00670.18,6.8e-08
37,Rinke_et_al,4f538961b72fea77718a47365a04f125cc88916ee62f0885e302d9f5,913,RNA_pol_Rpb1_1,PF04997.9,8.2e-91
38,Rinke_et_al,ff3ab5614ae59771024fd0fe0306ea275e50dcf9b3b93c1b5d2b39b2,3267,UPF0004,PF00919.17,7.1e-32
39,Rinke_et_al,25f30f70715a28de5243ff375dab5ae8663124df5a50d7d899bcaaa1,931,Ribosomal_L2,PF00181.20,2.8e-33
40,Rinke_et_al,aec2488162b9b5b02794b2bb06680aae5084cc4009994a8d1ed0540b,4995,Enolase_C,PF00113.19,1.2e-135
41,Rinke_et_al,d5d63db4e406d9b5debd86c69ac03a586a89a9591e5ee919b6fa5380,935,Ribosomal_L16,PF00252.15,2.8e-51
42,Rinke_et_al,6ea1d8f62ea84d0e5ae20dcc1c06f3cdf6225b5887b756c75215a9a0,7490,DHO_dh,PF01180.18,1.2e-06
43,Rinke_et_al,2ca6999d185e761a732fc62afed244e5eec96a38532455ab03305380,8045,PGK,PF00162.16,2.2e-150
44,Rinke_et_al,bec911c3263ce1b9c0d210183e35655d3e4ef58287321a800da87a05,3207,DNA_binding_1,PF01035.17,6.8e-32
45,Rinke_et_al,e04b86e3872b4c7c4bd3b7ff84fea24b7465022e12c7e3e4944673ac,912,RNA_pol_Rpb2_3,PF04565.13,1.9e-34
46,Rinke_et_al,f05f3cd47ef209d1d8d1d17a51975583d17e3183a0335adddd15bef6,913,RNA_pol_Rpb1_2,PF00623.17,1.6e-39
47,Rinke_et_al,21db2d37d93912a82e657f241e3279fa1f038a1d80fe8ea632bef06a,7920,EFG_C,PF00679.21,1.4e-23
48,Rinke_et_al,e2aeaa5739dcebb29d2e1bd060006ba71eed41a5643badfca80677d2,5529,Ham1p_like,PF01725.13,3.9e-49
49,Rinke_et_al,8ede5bc689551355f1e7a03d02c6d159cd66380961d3abc03a7991fa,922,Ribosomal_S7,PF00177.18,1.8e-67
50,Rinke_et_al,12125d95c9cb167508309a0e7280bf224b7efb0524ae6d088ca5a188,4370,tRNA-synt_1d,PF00750.16,6.5e-81
51,Rinke_et_al,1537fe62f69bada0f99e2b0b1248320e64610def49c1856a0966c4a7,3740,TIM,PF00121.15,2.8e-80
52,Rinke_et_al,011f58e57eb457e1a68ca9d5543feedeed421cf5b5ec7918c096d09a,6512,Ribosomal_S11,PF00411.16,7.9e-53
53,Rinke_et_al,551dc06dc4ae6801cb6c1cfdab1bc95d6d3c1194662a7dac62d45076,3636,Mob_synth_C,PF06463.10,7.2e-40
54,Rinke_et_al,eb1acb67600fa5c39f21d2d34eca4c656f05f81854d9c319a20bd3cb,940,Ribosomal_L5_C,PF00673.18,3.3e-44
55,Rinke_et_al,2f8e47b8e59ec4bcc389f49948605a9670bc55018e5590d5cf1dbadd,921,Ribosom_S12_S23,PF00164.22,7.4e-47
56,Rinke_et_al,752eb6b9b8695c0dabb4137129a68aff0509ef2783c7f88fc3be065c,2630,LigT_PEase,PF02834.13,7.0e-10
57,Rinke_et_al,167349f350513c4d9c2f1b44dacef3ab2834cf3969e98f4579d5ee19,945,Ribosomal_S5,PF00333.17,1.0e-31
58,Rinke_et_al,112e5ca34e794309115e3b2cfeb5fbe5c03b6d370c4c512d7e9ef6d0,8196,AdoHcyase_NAD,PF00670.18,5.1e-11
59,Rinke_et_al,30cd10259aed147d7da4cc55527f9351afca0a2c6339fbd4fa76b397,7493,SNO,PF01174.16,1.3e-06
60,Rinke_et_al,452ee4d47fc8c0260b951772cd0358e7795c482c9eb7d1a1b4e76740,5483,V_ATPase_I,PF01496.16,4.9e-21
61,Rinke_et_al,1131ca7584d37706c2b77db7dca1695b7cb0bb175a41f6a94e14e005,3746,MoaC,PF01967.18,1.9e-57
62,Rinke_et_al,37d9ed1ce5fe84497f18986519e870c33e48cf4a8437539b7622f1ce,6459,GAD,PF02938.11,1.6e-20
63,Rinke_et_al,84e91efe7fe035abe8ea88d39e1bad4dc4e7eda0757833a3f8e08d07,5622,AdoHcyase,PF05221.14,7.5e-144
64,Rinke_et_al,09b9a3458392714d5295215883b6e7a8a7a8306f7b80f6def5a3fcd2,2457,YjeF_N,PF03853.12,2.5e-40
65,Rinke_et_al,53ec847cb0609abaa8e49404c5a0824f05fd2e85a3718bced3466ffd,4213,Ribosomal_S9,PF00380.16,1.2e-49
66,Rinke_et_al,7f91edce49e11cfb44abbfa32818c0aa4272d4a0130aa6bd346db229,913,RNA_pol_Rpb1_3,PF04983.15,3.8e-24
67,Rinke_et_al,308f5311c233f06a83d81823fb89b6d20bf774a7a05cad6c557ff317,923,EFG_IV,PF03764.15,4.1e-45
68,Rinke_et_al,de448b8a98640b3754f6b1378a094aef8fdd976e2c471ae47da0fc12,414,DFP,PF04127.12,1.4e-68
69,Rinke_et_al,40d22c74cd6d05cf033a9c8169ad2d4e6a4d082c0bbd13cb206ff11f,912,RNA_pol_Rpb2_1,PF04563.12,1.7e-37
70,Rinke_et_al,8dfb5b77938bdfba2336497e11a551858df0007bddb70de64fa4bc65,5844,DNA_binding_1,PF01035.17,2.4e-33
71,Rinke_et_al,91e0ecb822d280d83fb1a89dbd428f8b1a25a44ca9eea362aceaa79b,910,Ribosomal_L10,PF00466.17,1.1e-24
72,Rinke_et_al,48c3effc3cbc72105edddd95864bbb6246b02eb2d75ffe5a4dc003d7,2391,GMP_synt_C,PF00958.19,2.0e-47
73,Rinke_et_al,e6b6d8f7c729954f30ba5dfa0c7af7966f4c7145affacff626b0d3da,928,Ribosomal_L3,PF00297.19,1.3e-16
74,Rinke_et_al,14e9012c7566c934d30fc6bbf7f018e702fcc8af91080b8f7eecc64c,4214,Ribosomal_L13,PF00572.15,5.7e-51
75,Rinke_et_al,ae60524233136ae787d602a605e65921ce4b8283c76d7da01abf6836,4370,DALR_1,PF05746.12,7.4e-28
76,Rinke_et_al,5b5af8ca15808bc27836f38696f1dd494ce7e106d420c9a9b9df46b2,912,RNA_pol_Rpb2_6,PF00562.25,2.2e-169
77,Rinke_et_al,5f5c31fba1e04bae4410a4b7264cfd31c7fe6b54ccca66b9f1d501a4,1970,EFG_IV,PF03764.15,3.1e-41
78,Rinke_et_al,ba9b74e5ce26d30e3f3a84bc594a872859c2674af6330bc2f2e41992,940,Ribosomal_L5,PF00281.16,1.1e-26
79,Rinke_et_al,60998dbe062bce2248e1431c0492f84c868f7858d9bbb2540f859126,5867,DNA_binding_1,PF01035.17,1.4e-31
80,Rinke_et_al,8920de80b28e7a86ce779292c401550d4ccad43c01c360b0a78582bf,908,Ribosomal_L11,PF00298.16,5.6e-27
81,Rinke_et_al,34df58b2e1646fffc0cf4f562f12fc249fbbc49257205fa751b94a74,912,RNA_pol_Rpb2_7,PF04560.17,2.9e-29
82,Rinke_et_al,f914d6587a0918db253b9465d922f072273ee523124e48b93e75b9e4,1031,tRNA-synt_1c,PF00749.18,3.5e-53
83,Rinke_et_al,c5fdd7b42f9567460afc0aeabf29d275f020bd8c1dc0f498dfb375ee,775,SRP_SPB,PF02978.16,3.3e-34
84,Rinke_et_al,85d5e6715b4097ccea584916829d892426dc343bbd01cfe8bfae7a9d,936,Ribosomal_L29,PF00831.20,4.2e-27
85,Rinke_et_al,898f09f0899ff0c23cb878a2e68bf44aa922f6d787fb8763b64366ca,5201,Enolase_C,PF00113.19,3.8e-84
86,Rinke_et_al,ec2caab26dda5c126c1e28c84256c3c4c8d74e70f2a52c12d3dff643,1679,TruB_N,PF01509.15,7.3e-52
87,Rinke_et_al,674de51044a50468651a0fb42f400fca28f20a53043a38c6a74fd11f,2158,NDK,PF00334.16,1.5e-16
88,Rinke_et_al,9bbc021cde21d94b27df501d152ad45c03cb6af5abb2889a6bb4bba8,948,SecY,PF00344.17,2.2e-121
