entry_id,source,gene_unique_identifier,gene_callers_id,gene_name,gene_hmm_id,e_value
0,Rinke_et_al,c8564e4e1d2ceeb5807083f0bdfceb5204ab5b1b81c7d8d5fd66485e,1055,Ribosomal_L1,PF00687.18,4.3e-53
1,Rinke_et_al,3671c24a860737f244b5c24337a8f19cec49c75906c29ea6fb60b309,4978,tRNA-synt_1c,PF00749.18,6.2e-101
2,Rinke_et_al,9e4d7dc3577da352f8f1f92707324cfba13bf7a903f62f3d212c1f1f,1062,Ribosomal_S7,PF00177.18,1.3e-68
3,Rinke_et_al,14c2fbcfa418463be0a68a61506eba7529a40fff8a6566f8e537d0b1,5998,AdoHcyase,PF05221.14,3.6e-144
4,Rinke_et_al,e912eadd70ab77f265fa87b39402b09c9b80a92cb291e119696b2db9,2620,DHO_dh,PF01180.18,1.6e-67
5,Rinke_et_al,524d4b9697e2c2e7bfa7698ed06e33af8c5f5a3a45934c7630807ded,5375,SRP_SPB,PF02978.16,1.0e-33
6,Rinke_et_al,a710fd20fc93bbe285b6e55080856b8974d182872719dc5c9853fdff,1069,Ribosomal_L2_C,PF03947.15,1.1e-58
7,Rinke_et_al,4d4f4a9288be817069125f71927d5842cdcbf617a9e0287f6de0befc,1079,Ribosomal_S14,PF00253.18,2.0e-27
8,Rinke_et_al,92592524422c176f7b3230a94ad99af1ac61952e37b9630346012719,1056,Ribosomal_L10,PF00466.17,3.2e-25
9,Rinke_et_al,927713f235439dd658e610dff696443b242f2464410f0e54c81b1df0,778,DNA_binding_1,PF01035.17,2.7e-33
10,Rinke_et_al,d96549752799dc1b486f743e8d2b743f87975b37d7bbc94ef8247dea,1668,Ribosomal_S9,PF00380.16,3.1e-48
11,Rinke_et_al,aaa6a31c2a5929c2780cf00a149f0c6a320ce3cf2d53eb297c09e46b,1066,Ribosomal_L3,PF00297.19,6.5e-17
12,Rinke_et_al,2e165178d0a63087f8ea79ee14fe20bee7ee2178ae836fb2cb90e368,1155,RNA_pol_Rpb6,PF01192.19,6.0e-18
13,Rinke_et_al,b9d907887bd926538b3de824cfc979c6b4235a7e3e4e6d1e21e42a86,1058,RNA_pol_Rpb2_2,PF04561.11,2.3e-26
14,Rinke_et_al,b930edab0071ac822045f143b6a5bb352f93d3b2aa78e80ef82c7752,1083,Ribosomal_S5_C,PF03719.12,1.5e-30
15,Rinke_et_al,43eca592cb27d3199c6611390de16c11b4cdbbea739241199e7378e4,4886,DHO_dh,PF01180.18,2.6e-30
16,Rinke_et_al,f1d2ab96a013fc52201e1eb6c6d8121e649bf7309643de83f70b076f,1071,Ribosomal_L22,PF00237.16,3.0e-34
17,Rinke_et_al,50c9eaef3a3112e42c351812933eec1a85ec9cced94bce2df2e727c4,1159,Ham1p_like,PF01725.13,1.8e-54
