entry_id,source,gene_unique_identifier,gene_callers_id,gene_name,gene_hmm_id,e_value
0,Campbell_et_al,1c6019ea43b9290540c98b2ff25801e6a9cd4122fddebc50e8b9ce74,5779,TruB_N,PF01509.13,2.8e-57
1,Campbell_et_al,28d0d6cb78c9732c9f993daef0f5a49433ef7ae96d608336f2c4707a,563,Ribosomal_L10,PF00466.15,1.7e-25
2,Campbell_et_al,1a62ea2fbe89c0a7f3ad955c66b1b90c18237409a2c38cae4f996142,1986,B5,PF03484.10,1.7e-20
3,Campbell_et_al,8a9543d76f8c148c419a5239e97733ee8c06146d056f2e3b5076e008,4464,Ribosomal_L19,PF01245.15,3.1e-48
4,Campbell_et_al,4b0c82fd17bd6bd44f8e1abbc73444bfc6b225429123bf845bd53ee1,4935,zf-C4_ClpX,PF06689.8,6.4e-24
5,Campbell_et_al,e86241af06c0eb3a55a4c7333a54fb97f22a49ee9f70932d88b6999c,4822,dsrm,PF00035.20,2.2e-09
6,Campbell_et_al,3bbd9e3d5c71cb6fdc2636524410f289a9961406f05a91e7b40cc771,4166,Ribosom_S12_S23,PF00164.20,5.2e-51
7,Campbell_et_al,9cfa8f3fc4de8c2b4ca7fdec45786af65401f7c2cfed634fde3098a7,5771,SmpB,PF01668.13,9.3e-31
8,Campbell_et_al,c8ad5bee0e5382debaf48410909736093cffc22bbbc68737b9b95e1d,566,RNA_pol_Rpb1_2,PF00623.15,1.2e-52
9,Campbell_et_al,9c4010e1ecb8430fcb633f544ce9dbb129b2b478827111eb7162de2a,1673,DNA_pol3_beta,PF00712.14,4.9e-40
10,Campbell_et_al,d191563cd394a230e95f70f1151a98d47ee9148bacb6d2f7ddf02777,565,RNA_pol_Rpb2_2,PF04561.9,3.6e-26
11,Campbell_et_al,c379a61f07b5d313aecb2756572a7c970887e775631b39e0089d0a15,6672,Ribosomal_L12,PF00542.14,3.1e-15
12,Campbell_et_al,ab755ef15025e200936357524f3ee4bc20cba4a91cc0b7186588f6c1,1524,THF_DHG_CYH_C,PF02882.14,2.8e-71
13,Campbell_et_al,e3bcc0185901b1de77a712694632898cbc1bddec72ad9d225d8858eb,4467,Ribosomal_S16,PF00886.14,2.9e-25
14,Campbell_et_al,0197159a23320c5989deb7e836f0a07530a251b51328db8124e23c07,641,CoaE,PF01121.15,4.3e-58
15,Campbell_et_al,f05e3688a858c86c9440d9104c1f829e6c8c4b385a9e5ff3240e9485,2495,SecG,PF03840.9,3.4e-27
16,Campbell_et_al,2da8ee1a18ecbd99ac5487a8ff779c1f5fc31ec72422b593b09211c3,1443,Ribosomal_S5_C,PF03719.10,7.1e-34
17,Campbell_et_al,01a51358602a4110b61ad809908f31ead247ed9678751c0524cf337c,1438,Ribosomal_L5_C,PF00673.16,9.5e-42
18,Campbell_et_al,82f665aeb7fe183a0e829b91042c2d09c374cca887e0d018634fea24,4107,Ribosomal_L22,PF00237.14,8.7e-40
19,Campbell_et_al,07062fb95c7e52234f8abccd57a0339c6ffc7c2a126710a9b82d663f,4103,Ribosomal_L4,PF00573.17,2.2e-62
20,Campbell_et_al,8f52a16f8943c1864301957234745eed061b004e784a53a294c9a734,1450,Ribosomal_S4,PF00163.14,7.0e-26
21,Campbell_et_al,c27c56afd082654cece34a1d11bd6b3326831989a0b49cae61ceedf3,1440,Ribosomal_S8,PF00410.14,1.1e-50
22,Campbell_et_al,3c48fd101120bc3e3f4214f3ffbcf575a226af395f03eafc8a4579ab,1673,DNA_pol3_beta_2,PF02767.11,4.2e-39
23,Campbell_et_al,0506320df08600f3a5b9a9bea950069790de504e8a45672df404d7dd,565,RNA_pol_Rpb2_3,PF04565.11,3.3e-32
24,Campbell_et_al,0e358f75c6c7ce00a46bb99f43c1674b2144607082f5c466e23d4986,1451,RNA_pol_A_bac,PF01000.21,1.7e-27
25,Campbell_et_al,69059c270baeccfe26a24952c85196617357181b51c96e22fcaf2663,1438,Ribosomal_L5,PF00281.14,9.6e-26
26,Campbell_et_al,912d7378889e2a096401455eb707c4c006da1fa395b882b8937c762e,3964,S-AdoMet_synt_M,PF02772.11,5.6e-50
