entry_id,source,gene_unique_identifier,gene_callers_id,gene_name,gene_hmm_id,e_value
0,Ribosomal_RNAs,969cee8bd3fc04bb403b65137d70844cf68d112c4170ace33526d1bf,4428,Archaeal_23S_rRNA,-,0
1,Ribosomal_RNAs,5fb6978b7bb27bd4679f73b7ab2a557903f703a563af84bc87948405,4429,Archaeal_16S_rRNA,RF01959,6.7e-238
2,Campbell_et_al,ab707db692a0df5384060ac0ef95a4874b24bf802e8088d05bb9f69e,1123,RNA_pol_Rpb2_6,PF00562.23,1.9e-158
3,Campbell_et_al,759a3b5d00f2f99c7199e0a81c0c394793dc8819805da767b08d935c,383,tRNA_m1G_MT,PF01746.16,7.3e-56
4,Campbell_et_al,4f827ec940ae7aa3b72804eb31cddefb42d7c0779331f364220e07bb,2446,DNA_pol3_beta_3,PF02768.10,1.1e-33
5,Campbell_et_al,505f015408a9958ee2740917a713144d5ddbd1cccc4e1f5b6d918d1e,1853,RuvB_C,PF05491.8,9.4e-31
6,Campbell_et_al,64066294264ebb8c78d89cc36e9db8cc7a04ff9e17c765234e54d6f2,1785,LepA_C,PF06421.7,4.1e-51
7,Campbell_et_al,aebc5e4e4ae9effe638b710754b1259c6e1cb6d047d84f396d4f2252,4262,TRCF,PF03461.10,1.2e-25
8,Campbell_et_al,46eb65f0999a7fa0aa4efa07618870e424b4a0fddeccbcf91527f871,1112,Ribosomal_L4,PF00573.17,5.1e-64
9,Campbell_et_al,323f9856326b23fea6c1049cb18226ee890b765ecdafab5d1d1eaada,1059,Ribosomal_S9,PF00380.14,3.1e-45
10,Campbell_et_al,4cbd35a4bd799882bf00092b537190a28278d20085544bd092d2ba83,231,IF3_N,PF05198.11,4.8e-33
11,Campbell_et_al,ef6b58e9ccb2983fb03ddf13e4d3616006434f1fccff10e11e02a679,1122,RNA_pol_Rpb1_1,PF04997.7,3.4e-91
12,Campbell_et_al,e029a8db179cec9822da0536d2224c0e1ea2b8a4d1173d7617d4e931,1107,Ribosomal_S3_C,PF00189.15,1.8e-33
13,Campbell_et_al,bd996865df007d866454e310ec8b7be7a381ca2038e4a30373536eca,1098,Ribosomal_L18p,PF00861.17,9.1e-41
14,Campbell_et_al,0be13808e4b472d332bebe431a990ac43ebd2c6fc986f67a2211b3bc,1099,Ribosomal_L6,PF00347.18,4.3e-45
