entry_id,source,gene_unique_identifier,gene_callers_id,gene_name,gene_hmm_id,e_value
0,Ribosomal_RNAs,99bd741c2058f4b20418ee3d5e4f0ccf0a6e1c73ca97b1daf4fffcba,5467,Bacterial_16S_rRNA,RF00177,0
1,Ribosomal_RNAs,22db2d0c4e50569defeb71f833753861c00af45bce01f03362ab21fd,5468,Bacterial_23S_rRNA,-,0
2,Rinke_et_al,b615cde8192987c33f27a57f91f4394e48f0ac6653633318f8671702,455,Ribosomal_S19,PF00203.18,2.5e-39
3,Rinke_et_al,68e8d8b307c028aab4bd6e127d5355b582e165cb9de5930a6aeffd0a,1334,SNO,PF01174.16,3.6e-07
4,Rinke_et_al,e250c7852269e657bfe399d808867cbc13adae2201fee94946c4261e,1652,Ribosomal_S9,PF00380.16,1.1e-47
5,Rinke_et_al,d46538989d1645d2f871659325102c1118a74aa8f9849913bf6d44e0,769,RNA_pol_Rpb1_1,PF04997.9,6.9e-88
6,Rinke_et_al,790cd89e69ab5c07b597602c5a123ec3d3e097edac27f1ccb28e10e4,2969,Rib_5-P_isom_A,PF06026.11,4.8e-59
7,Rinke_et_al,dccae4494e051a2b1a3f43d1ca8cc95649534a35c029b898a9a89594,4124,PGK,PF00162.16,8.3e-144
8,Rinke_et_al,80abea49329e81fe45a776b16783e82059b7eded9b01183b97194c62,3355,TIM,PF00121.15,1.4e-83
9,Rinke_et_al,9c07c9e270462483f7dd24a378eef7ae5b3ef7f8ba9706dc4bf91b3b,770,RNA_pol_Rpb2_6,PF00562.25,3.9e-160
10,Rinke_et_al,17dfc96715776e61d1ebfbc4b074e5ea7871739c1aa2db4ea3c15140,1687,tRNA-synt_1d,PF00750.16,1.0e-24
11,Rinke_et_al,354de3bf8b9280aaff9c351d3015348983472724b400fd9f67338ef9,457,Ribosomal_S3_C,PF00189.17,2.9e-42
12,Rinke_et_al,0b46ecfdbfb05d6823ec6fe2c953857ae01a37a6780142a2baeb2f59,1687,DALR_1,PF05746.12,6.3e-36
13,Rinke_et_al,82382c285a90ff029d9ab7d27230c0c890a62799b30d7f38dfa9f1ce,4939,YjeF_N,PF03853.12,3.7e-44
14,Rinke_et_al,ac9fc0f59b9f643eb1eb4ea19f36f2c9e45417d82ffe8f00135d6319,413,AdoHcyase,PF05221.14,3.3e-144
15,Rinke_et_al,eab849983595de4db035ae52c07a0be16dbcc92dca66010045890971,2542,DNA_binding_1,PF01035.17,2.8e-28
16,Rinke_et_al,10f562ec3d300879fb537ad031615ad57917de7bb46d08ce6ba1becd,2926,RNA_pol_Rpb6,PF01192.19,5.3e-18
17,Rinke_et_al,9b00b40fef20b3fd0efba42709321763dbad96398beff43e881e3b15,2807,DHO_dh,PF01180.18,1.8e-88
18,Rinke_et_al,29df434744466e0c9ea0796368c054b7ccc80ee7006666a93a193058,4705,Ribosomal_S2,PF00318.17,6.7e-91
19,Rinke_et_al,ea42379064b9d93e38160d89ecc737a68b4e3d373e691c87aba2359c,770,RNA_pol_Rpb2_2,PF04561.11,1.2e-28
20,Rinke_et_al,345b7aa94e5fba9b2f3dfa003ffacb1ab19402d56bb27c5fea7db078,735,Ribosomal_S7,PF00177.18,1.9e-66
21,Rinke_et_al,d95028b3ab75f1516a4281e1722a5081045c2c37b1ca241ed4518fc4,3249,Adenylsucc_synt,PF00709.18,2.4e-174
22,Rinke_et_al,e321993a3e01e53e29bbd7cccb366ce90d302f1c6014c07ee281e4aa,736,Ribosom_S12_S23,PF00164.22,5.1e-44
23,Rinke_et_al,2f4fbf815da690e219516f9156f13b73e593c8930cb3a016f093796c,4110,LigT_PEase,PF02834.13,1.2e-19
