entry_id,source,gene_unique_identifier,gene_callers_id,gene_name,gene_hmm_id,e_value
0,Campbell_et_al,dad0ffc416da8e160c17764b2eec2766caabf164d61e162da352853b,2545,Ribosomal_L22,PF00237.14,3.6e-42
1,Campbell_et_al,a3255741169967d0b2877c125bd87ea6ba97edc29283f6dce4f4d4e9,2554,Ribosomal_S8,PF00410.14,8.3e-50
2,Campbell_et_al,c38ad34b26b1bd186e058954f67d43826453265072573d395b5d72d6,2540,Ribosomal_L3,PF00297.17,3.3e-49
3,Campbell_et_al,30d4b20d0f05d59ab4cb9869d8ac70261a17cdf6efeac21d2c7f38f2,5217,FDX-ACB,PF03147.9,1.5e-31
4,Campbell_et_al,1409438277024a623d8a556888b378f2575e2119e4d94b8650346112,2564,RNA_pol_A_bac,PF01000.21,1.9e-28
5,Campbell_et_al,f03396649c63230cf062fe560f752fefbbeb5921831ba973cb6867d8,2814,IF-2,PF11987.3,1.6e-39
6,Campbell_et_al,92dcde109cefdf4f7f1f0c11ba31da1ffbf78d2016f99ee381de0169,414,DNA_pol3_beta,PF00712.14,1.5e-49
7,Campbell_et_al,caf53f926d3b96a0469745b8d14d782c3ecfc2241785172996bccce2,2555,Ribosomal_L6,PF00347.18,1.9e-43
8,Campbell_et_al,5bc735df45dc6f32a63e691170cb9b06d4494f888648a2034caae997,2529,Ribosomal_L11_N,PF03946.9,2.3e-33
9,Campbell_et_al,8e0d7b7017847dd94d3c92098c3b6f54071d5c47803777c219f440e4,864,S-AdoMet_synt_C,PF02773.11,1.0e-70
10,Campbell_et_al,ac4873c18e53772f0d43738fa087eea1f29821751ddcaf20c0579e2c,414,DNA_pol3_beta_2,PF02767.11,5.3e-51
11,Campbell_et_al,20a7e58ef31e7347edde29616f6a527ab9367a177300843da0a11bdf,5425,RuvA_C,PF07499.8,1.2e-18
12,Campbell_et_al,31ded2ec4e5f195de18380fc283396f85eac404040d335ddae201490,5673,RecA,PF00154.16,2.6e-11
13,Campbell_et_al,2e8b31d904a4922a84c73c96d43ff9af9ac51ec5f5f3ea26f758d4c6,2535,Ribosom_S12_S23,PF00164.20,2.7e-56
14,Campbell_et_al,25ee3e953963a67fa0959a09d5bbfad8a42e0b853f2787060867e358,2670,UPF0054,PF02130.12,1.2e-46
15,Campbell_et_al,73dd9a5e660326d0d2d4cff3a8337ba9740d51ab08f2a0ccde30703b,140,Arg_tRNA_synt_N,PF03485.11,5.6e-27
16,Campbell_et_al,014b7620bda593bc643817845911ac43958c25f1f1de7c1905b0cd40,2542,Ribosomal_L23,PF00276.15,4.0e-26
17,Campbell_et_al,49128b5897f1b5d9653dd5f121d6a12c8fcad748b92d49ff9d0b3a0b,1793,FAD_syn,PF06574.7,1.4e-56
18,Campbell_et_al,a788d6112585a808a107d944f4ef009bee0b3c9db3b43247f4d92ced,5425,RuvA_N,PF01330.16,1.7e-23
19,Campbell_et_al,a280169a868be35d1843211c5c824b930f07eccc73c32cb70baead82,1572,RRF,PF01765.14,2.7e-59
20,Campbell_et_al,a867bca03da24b4110709a65090bf8459753f56aa6751185311d8547,1795,Peptidase_A8,PF01252.13,1.5e-46
21,Campbell_et_al,72b4962be9d02de6e1311db60d19b35f58b454657624b3457ca7eed4,3383,GTP1_OBG,PF01018.17,3.5e-68
22,Campbell_et_al,ba215ae310420ae8e658a79326363eb9b1627677bd178a3f6999bf41,2561,Ribosomal_S13,PF00416.17,3.4e-41
23,Campbell_et_al,0beca2030b60a57e746131dc92865d2bc82d07505188316a784be788,1823,CoaE,PF01121.15,3.3e-71
24,Campbell_et_al,bc33ea1ac10961b711839f4791329d7ab5f3f2e0a01ecc4d1391330b,1574,EF_TS,PF00889.14,2.0e-60
25,Campbell_et_al,5257a93e44687d4a4d9086a5e13e70f1c0a0212ac5ae2c8a34a50deb,5526,SRP_SPB,PF02978.14,2.9e-37
26,Campbell_et_al,6aaf09692e34e8d670b75def715e2d03c35604d388842830e2adddbc,2534,RNA_pol_Rpb1_3,PF04983.13,7.0e-33
27,Campbell_et_al,caa10e61be32e4cf935ecda8d97e8ad664dacdf6c993ff2ce288a2ee,815,UPF0081,PF03652.10,6.8e-44
28,Campbell_et_al,126674228c47958f51070e3171701e60ebfc58a12084480d3b781546,4942,MurB_C,PF02873.11,2.9e-29
29,Campbell_et_al,eabcef91bb547ecb7c9844342ea419d667cd24e221bd0c6bd126b851,2533,RNA_pol_Rpb2_45,PF10385.4,1.5e-22
30,Campbell_et_al,917284341b9e4a221fecb87cdd5404d043f90ebbb4766e13b14cb3e2,5215,Ribosomal_L20,PF00453.13,1.1e-49
31,Campbell_et_al,6c9f1fc93519580ba60806017accbe74c24758fe3f46c1fa492df1d3,2539,Ribosomal_S10,PF00338.17,5.8e-42
32,Campbell_et_al,abb548ebf9254ee886663208aeb725f41f7b4e4ed2267d8a5b999be8,1557,CTP_synth_N,PF06418.9,9.9e-131
33,Campbell_et_al,3456aba38e229dc1bc316cecfdaf387dd0705d144c092a337d6cff1b,6,Ribosomal_L9_C,PF03948.9,5.5e-31
34,Campbell_et_al,f6358f812ad96004f7faf3ffdb515c93d4672a9d63288924ba4520d3,5794,THF_DHG_CYH_C,PF02882.14,5.1e-69
35,Campbell_et_al,c61b94e40c21b23b44e4ad1420f2684d1c3438e78b087356fdf6fb4d,2560,SecY,PF00344.15,5.7e-116
36,Campbell_et_al,7dc70b537ce9645f2be10743c414935a95629c222f92d637ea2e191e,2790,SmpB,PF01668.13,6.5e-32
37,Campbell_et_al,2cdae13f7509b331725e498110b21b61302aa224144965b749d30f59,2549,Ribosomal_S17,PF00366.15,3.0e-32
38,Campbell_et_al,77f4e6823eac2588d7495fe0db8e33c0213f38eb7ccdf8ebfc07d3d5,2563,Ribosomal_S4,PF00163.14,7.3e-25
39,Campbell_et_al,163d4b12a99e7d269c8928948199b124ed7fc5aa068f5103ca3e695c,2543,Ribosomal_L2,PF00181.18,1.3e-37
40,Campbell_et_al,84ef3f321ede55378133716b15e3812433c538c97a087bfe9e3efd0d,5213,IF3_N,PF05198.11,1.7e-32
41,Campbell_et_al,210f7e1c3ccaca0911d8492ae66c0a64bde00bf9b02a2bde8bd35fd9,2550,Ribosomal_L14,PF00238.14,3.6e-56
42,Campbell_et_al,48e450839033379e849360551be3374fa638847c8fa46628ee8d7bb2,2814,IF2_N,PF04760.10,5.9e-25
43,Campbell_et_al,a8ac4e67271edb79043b9dc6a768d6f748aae8c7831ee9c0128e1510,2531,Ribosomal_L10,PF00466.15,3.7e-28
44,Campbell_et_al,10003938521f2cf683353ea05cb1d7ab354b848987d350d0f2c5423e,1973,Methyltransf_5,PF01795.14,1.5e-111
45,Campbell_et_al,ea3e10a7600a68e9fb3e63bf214f694af634057e34d320f4823fe563,2565,Ribosomal_L17,PF01196.14,1.9e-37
46,Campbell_et_al,7d91d31aa27855c35be74dfe59969157b186e8110db93abbd0943e83,2548,Ribosomal_L29,PF00831.18,1.8e-26
47,Campbell_et_al,d7ec1b3684c5b4b6fd7e55db8949e8e57aed240a0e90bc7e9fab4264,140,tRNA-synt_1d,PF00750.14,2.0e-104
48,Campbell_et_al,239415d3574414a29df15b398d43ea1740877033c10a349aab8fc356,2557,Ribosomal_S5_C,PF03719.10,1.0e-34
49,Campbell_et_al,9bb49b680eda4eeee6c662a0c96353cda3c8276374ddb0507218abd3,5214,Ribosomal_L35p,PF01632.14,2.7e-27
50,Campbell_et_al,fa665ada43e37c75d50de7eee8b308ea802d6ff67fb8f4fad41ef856,868,PGK,PF00162.14,3.6e-141
51,Campbell_et_al,731a1d228797a8743331a3224051c573dce6d55f1c9a708cf830affc,2533,RNA_pol_Rpb2_2,PF04561.9,3.0e-27
52,Campbell_et_al,671de821b4f53fe4ab15f04c8f2249333a0fd604c81bd2c58dabdf97,864,S-AdoMet_synt_M,PF02772.11,2.3e-49
53,Campbell_et_al,40f274a42e9a86a8b9898c41af79237190b1c1a72d19ac3028d04c3d,1153,Cytidylate_kin,PF02224.13,5.1e-56
54,Campbell_et_al,0ce632d8c230c64cfa5f200f223c6f6478c1c3efb3eebc4f3be19667,1574,UBA,PF00627.26,2.2e-10
55,Campbell_et_al,48932a2d48f5e81cda30f04eb39df605fc732d61793e59d76da09d83,1755,Pept_tRNA_hydro,PF01195.14,2.3e-62
56,Campbell_et_al,2ff62736e1edb6e11308c465163c631198f20e57d4e20fc15cbc2273,5788,Trigger_N,PF05697.8,8.1e-46
57,Campbell_et_al,754b3b3f4ae7bde14331979e588296002a80ef0ae77da8e0eb013870,5216,Phe_tRNA-synt_N,PF02912.13,7.4e-32
