entry_id,source,gene_unique_identifier,gene_callers_id,gene_name,gene_hmm_id,e_value
0,Rinke_et_al,840605aa494aad178e86724f201b9cb251a794329d26e93264b782cd,450,IF-2,PF11987.5,3.5e-40
1,Rinke_et_al,a57875a400a333afacfa4e7eb326b52a691576a0f91531e69b52ab7e,4376,ATP-synt_C,PF00137.18,1.2e-11
2,Rinke_et_al,f137b43f996beccbfb882dae1bf6d2f310b37c06a62b2c5c2b58d5a6,229,TruB_N,PF01509.15,1.7e-52
3,Rinke_et_al,015c84e92aba2a75a713bacd3ebb80b4e1bb276d8758046827f7dd50,2617,Ribosomal_L6,PF00347.20,5.8e-37
4,Rinke_et_al,24921cf88023ffa398c5f268bc8a8ba9720c4a22fdd6892c4893e7fa,2602,Ribosomal_L3,PF00297.19,6.6e-20
5,Rinke_et_al,2986e535b72f7885c8c91a2f81a591ffd165e1512f5f4f0bad59e395,373,Adenylsucc_synt,PF00709.18,3.0e-57
6,Rinke_et_al,3d6216ee1677b1a6224de04e0e1dec4320c7a25eee080f1b2356c3a9,3133,Mob_synth_C,PF06463.10,2.6e-37
7,Rinke_et_al,4d775db53ababf145abe3ae117f84dce66a322ff1fe3dbcd6599b625,2739,DALR_1,PF05746.12,6.9e-34
8,Rinke_et_al,506621d0c7f6018f112c83cb9e63efe821341ca9e1e9933f65530f9d,2123,Ham1p_like,PF01725.13,4.8e-55
9,Rinke_et_al,b198ef7350d1006262d6178269d80c4b11d9ca2142a1cbbd58f7808e,2599,Ribosomal_S7,PF00177.18,3.3e-61
10,Rinke_et_al,6726135279c3f2ad84a826491147004e34dba1e9214b88eeca40dadf,2919,RNA_pol_Rpb1_1,PF04997.9,1.1e-84
11,Rinke_et_al,e5ca00b8bad2b9053466f017dd0bf3446f314e086ff49056b6c8f792,1510,DHO_dh,PF01180.18,1.9e-06
12,Rinke_et_al,65fe0bc42e7e9547363c1a730d34364af338e2a42082d799b06d6d97,2608,Ribosomal_S3_C,PF00189.17,9.7e-39
13,Rinke_et_al,ac545e5aec0545644ca9e848a07cdcc0a139c3879991e5de7bff6970,26,TRM,PF02005.13,1.8e-06
14,Rinke_et_al,4d3c63553ca05c078c10125ba565291437694604d47a6e77ca640aba,2605,Ribosomal_L2,PF00181.20,9.7e-35
15,Rinke_et_al,123166e6dd6a39ca5a124241f1ad5b6e4ee5735693c9f35aa0ce82dc,2896,RNase_HII,PF01351.15,6.2e-38
16,Rinke_et_al,0454a619444cdd29882191ccecac5a21ba425e9a04ed322c979f7ab1,2609,Ribosomal_L16,PF00252.15,9.1e-49
17,Rinke_et_al,cab617d54c7ab7a2da34b1e6ed8e556465c4c8cdf78304d0c51f4aa4,2624,Ribosomal_S13,PF00416.19,1.6e-34
18,Rinke_et_al,d4cf625fb6006f658728aae580777e692ffbdbb8fd16f6bc0c67e820,4326,tRNA-synt_1c,PF00749.18,8.5e-97
19,Rinke_et_al,490a39dc621a3050a4ad0d8e32cabd618a7d9e8eb23a7fe0187325ed,2918,RNA_pol_Rpb2_3,PF04565.13,4.6e-32
20,Rinke_et_al,af795cbad5705c0a959311d3e385c6ee7877b6593b8ac2b07669ba7c,4326,tRNA-synt_1c_C,PF03950.15,4.2e-62
21,Rinke_et_al,2290db853f2aff53b8bfe179e9dbef57718e3e0d15e8f59a894fc388,2607,Ribosomal_L22,PF00237.16,8.9e-30
