entry_id,source,gene_unique_identifier,gene_callers_id,gene_name,gene_hmm_id,e_value
0,Ribosomal_RNAs,68f0b61c338e7486c29aebb6d1f5413396be4f04c94f21953a865333,3385,Archaeal_16S_rRNA,RF01959,4.8e-238
1,Ribosomal_RNAs,b19a6bb02339f4c0c26d11d75aafe9595c6265ad87258cdf00d8d5ef,3386,Bacterial_23S_rRNA,-,0
2,Campbell_et_al,cc9ff80a9f27ab0644231fe4c41af00d34664f06410400e4cbb38277,1418,CoaE,PF01121.15,1.1e-59
3,Campbell_et_al,dcf733bbdc4b6b694387c47edb607302ac331e23a3eff560d44ddfe7,1254,UPF0054,PF02130.12,2.7e-37
4,Campbell_et_al,25f8c00d567457fbbc4e97d436caa645820ee128b4db5eced355315e,1034,Trigger_C,PF05698.9,1.3e-26
5,Campbell_et_al,6f98e36726853f87e0fd6f344732b8a95294f110f9a110cd9ca25f08,1052,Ribosomal_L21p,PF00829.16,1.9e-29
6,Campbell_et_al,446c0635c4b0d4b80ad628b91a45dd007c2280f979bdb691363e1674,589,SecE,PF00584.15,1.4e-21
7,Campbell_et_al,d2186426ebbe564dea2db8b0dfb8b962915724189a11b2d09fba07c8,3146,RecA,PF00154.16,8.0e-170
8,Campbell_et_al,6120562cc16b12a4df1f4864fc26237d8e910b0697f9f2aa1810e1cf,592,Ribosomal_L1,PF00687.16,1.3e-47
9,Campbell_et_al,bf0a4c675e033c045fd86364fa620043f748cc20ed9849ac43f1bc6d,637,eIF-1a,PF01176.14,2.7e-30
10,Campbell_et_al,2785366ad77e518d9d55e66705a0f215e606e25e467547a9564d66bc,1700,DNA_pol3_beta_3,PF02768.10,1.4e-33
11,Campbell_et_al,3703fea558020b6053ffa49e8a45132010d33ba37666ac5fa589e67a,621,Ribosomal_L14,PF00238.14,9.0e-53
12,Campbell_et_al,d55065da6d0f30829dd529a325433dcf1ef91e9aef7f9fec3a7f2a3d,955,SRP_SPB,PF02978.14,2.2e-37
13,Campbell_et_al,56ca17227c50ac059458165b1066fb38d5201734a471e94f476fe0b3,964,RimM,PF01782.13,2.6e-25
14,Campbell_et_al,76eac28e3e45f723bc1be0e2d1e1ac19f1ebbf17ea63102f8c45d39e,600,RNA_pol_Rpb2_45,PF10385.4,1.0e-24
15,Campbell_et_al,2e676ddb1992aafe7ba30e225f546bf23e58afb68954989ff6b6c6b8,612,Ribosomal_L2,PF00181.18,8.1e-37
16,Campbell_et_al,276c3de52cd8acb4d50a49980e6d9d9632e4789a2b45136893ee62c4,2179,THF_DHG_CYH,PF00763.18,9.4e-41
17,Campbell_et_al,29e1cb8aeee7735d73e80b732698d24331aaa0291a2b9f1fbd5cf683,946,Ribosomal_L32p,PF01783.18,2.6e-15
18,Campbell_et_al,252c9f24c7de1a589edd24cb0d4a6f2b66bad764371e66236b76deab,626,Ribosomal_L18p,PF00861.17,1.2e-40
19,Campbell_et_al,c8865a08c288949ab9ad33504e04df69bbd497ab9ccd40c621b75b7d,627,Ribosomal_S5_C,PF03719.10,2.7e-31
20,Campbell_et_al,e8c0bb55f790bc25e6ab43c57eab0103ddeb90049f0efdc2b140d283,614,Ribosomal_L22,PF00237.14,2.2e-37
21,Campbell_et_al,e25e9e9d87acd5162d4135c691ba84840a579b9f2815a83eb58651d0,1925,Peptidase_A8,PF01252.13,1.7e-38
22,Campbell_et_al,2a34d65dd7d50c33b2716029904ee3ccdfbba9b947461dcbb4b11f09,2310,TRCF,PF03461.10,2.9e-26
23,Campbell_et_al,f59f788b7740fd9243626e8584398a6fd0334e90679aef538aa904b9,559,MurB_C,PF02873.11,1.3e-23
24,Campbell_et_al,2c78c4b67cb1fba7bde4fcfc28a9a07427d6a574c5c6e2ef6ccb7eaa,2463,NusA_N,PF08529.6,1.5e-23
25,Campbell_et_al,48e49dbaab1c8f9bde4aa3a5208dd61600e74ca1bcdc42c3e5294d77,77,GrpE,PF01025.14,3.2e-38
26,Campbell_et_al,bd5f3db44161a4358b7f21a48ecb2ad1ef3d21916a09b073ff681525,624,Ribosomal_S8,PF00410.14,9.2e-48
27,Campbell_et_al,0701e86c9ecde99871632ae576a99791c795b3430bc02a5578990a20,3111,FAD_syn,PF06574.7,2.3e-49
28,Campbell_et_al,82aabca908b9a1d41d20f1f799a41f89af27e4e34ce1f64a76361a84,3383,DNA_pol3_beta_3,PF02768.10,9.4e-18
29,Campbell_et_al,3c5f18e695c8b92dd55cff9f0f4546c84709f7789bbe8c268fd7535a,1395,TIM,PF00121.13,1.2e-86
30,Campbell_et_al,cf253f9b095533156ca6bfd5328f5bd95e48687c62506576247eb047,3376,GMP_synt_C,PF00958.17,6.2e-39
31,Campbell_et_al,946e064c1f37ddc7640fcfa3abf7dedd06031814d7671b0891b0f030,610,Ribosomal_L4,PF00573.17,1.9e-63
32,Campbell_et_al,592b7f0e352482ae6370ed0940ec508b8b2eb2dbcf39288c4d928d1d,2662,Arg_tRNA_synt_N,PF03485.11,2.3e-22
33,Campbell_et_al,c09e4c3fb007f4acbf2105207c6dfc3161139e61a2fb25dd1f807aa0,750,YchF-GTPase_C,PF06071.8,1.6e-42
