entry_id,source,gene_unique_identifier,gene_callers_id,gene_name,gene_hmm_id,e_value
0,Ribosomal_RNAs,c813c6c1291bfb1f7188714c1d4ce8391baffb95f983a5ec53f6ed2a,5479,Archaeal_16S_rRNA,RF01959,4.2e-231
1,Ribosomal_RNAs,f614179b063943e0e39c4dbb6c5f907030c5d3a648d6774fb3403c57,5480,Archaeal_23S_rRNA,-,0
2,Rinke_et_al,d2c4fa6f1fba33f6e868beb13a665a1507f342351a1acfb989bba097,3982,RNA_pol_A_bac,PF01000.23,6.3e-28
3,Rinke_et_al,bc34cfa4d976f2990527b7344b7eed4353189bcbd8bfcec05d1083b4,3132,Ribosomal_S9,PF00380.16,7.5e-50
4,Rinke_et_al,31690afa94dd1d5a79bcea7ecca379bcdfe9ef13d50b0b847eeedcca,3061,IF-2,PF11987.5,3.3e-36
5,Rinke_et_al,14cf44b05c8da347e902dec60f0ac6517369298a9417decefc44378d,5133,DHO_dh,PF01180.18,1.2e-06
6,Rinke_et_al,d9c93c3eb14fe2bf5a9ffd2a555b670595c9769a26006db5a53ee736,225,tRNA-synt_1d,PF00750.16,2.5e-129
7,Rinke_et_al,5560fe19430a8f5d188779b96f13605745eb88bb0f7e3d5ebe3b66aa,3999,Ribosomal_L16,PF00252.15,2.1e-49
8,Rinke_et_al,f3522e1a774e0d6f9611116e0fc9a698d1d87b4dd9f31d4d10e803f8,4772,tRNA-synt_1c_C,PF03950.15,3.1e-64
9,Rinke_et_al,7994f1863ce44bb4deccb30e06e4c94dec14053ac3d9a1678841db23,3992,Ribosomal_S8,PF00410.16,1.1e-50
10,Rinke_et_al,68a68b5a5128aed7519c0369e9335bbe24fb20373cb0d9ea16ecc10b,870,GAD,PF02938.11,1.1e-32
11,Rinke_et_al,4635f3728f1ecc2dbb6368b18baa0e66932b7bd8fcf646d6bb3685cd,5250,DALR_1,PF05746.12,1.2e-09
12,Rinke_et_al,c44d2845abd2acda0a69f623b5ff32d2ab47ef0cd64a3d0775c362e5,3997,Ribosomal_S17,PF00366.17,8.1e-35
13,Rinke_et_al,bbf1828664bb2402fed8c12f23e9dd12133202f3cfca73fff421debe,3993,Ribosomal_S14,PF00253.18,3.6e-26
14,Rinke_et_al,e246d095b765257a6086a3b48e83792e7f7b48888234abb678dc64d7,641,UPF0004,PF00919.17,1.5e-29
15,Rinke_et_al,e3aced167e703ce0fd42252746e187c5867f0ef03f4ce611a89c42ff,4713,Rib_5-P_isom_A,PF06026.11,1.3e-59
16,Rinke_et_al,dc3500ffb16b91090fc614682437f34ad6808775c1c135168c312daa,3066,TIM,PF00121.15,4.4e-87
17,Rinke_et_al,099066e2157c75257bad05211e4bb28cdf1435977bc0671cd7227254,3058,Ribosomal_S15,PF00312.19,3.8e-37
18,Rinke_et_al,3380d8d7bd1e99b84c765e9637c5084e9253d4c12b0fa6d4a5f44026,158,AdoHcyase_NAD,PF00670.18,2.9e-60
19,Rinke_et_al,77e8ca0c33c9e1be50290af2b57abc9e12bb2372077fd6a1ca30752e,440,NDK,PF00334.16,6.3e-55
20,Rinke_et_al,f9f83a023822199cef0ecb4f3b76b92deb67661e929dee8c421e09ef,4012,RNA_pol_Rpb1_2,PF00623.17,6.4e-41
21,Rinke_et_al,54784470de20307e92c222d738b16f8bca73b960b1b50c8e220e05d4,158,AdoHcyase,PF05221.14,8.4e-128
22,Rinke_et_al,11bd325e0cc31370b112199bd42dcd3fb485621b2d74c7fb8d8e9ac4,4013,RNA_pol_Rpb2_7,PF04560.17,2.1e-29
23,Rinke_et_al,07b7d417248cf3088cc4ffc3530a5e2a4cde03e9898f1882deddf88e,4017,Ribosomal_L11,PF00298.16,1.1e-23
24,Rinke_et_al,ff5288412327a8fe038e237714dc4c1368268a9e32aeac0001faf077,2318,MoaC,PF01967.18,2.8e-56
25,Rinke_et_al,82ab64b26009f465104018458ffe35f7260e63a2b5d5e1b8ef8910ea,4015,Ribosomal_L10,PF00466.17,5.8e-27
26,Rinke_et_al,9fb34b2c292c7b874c70024fb4c5eb28cfb8837f72412e3ba37e1a04,4002,Ribosomal_S19,PF00203.18,9.1e-38
27,Rinke_et_al,54fbf9e7bdfd0ecd7e72780b13c27cc732e29f5f59eb771d8a69d4b8,3996,Ribosomal_L14,PF00238.16,7.2e-57
28,Rinke_et_al,abb8ede624e2168fb1804a2ab07990e36b82cb0178398853f3608b90,3133,Ribosomal_L13,PF00572.15,4.8e-60
29,Rinke_et_al,9d7945cfbe0198c77f455e0312821435f148a3803fbef9e14009a997,592,DFP,PF04127.12,1.3e-72
30,Rinke_et_al,e589354c12426d31272439450d292db5144361af1c7ab8a24a785d14,4004,Ribosomal_L23,PF00276.17,1.6e-31
31,Rinke_et_al,b6a37fcdd16ef12222fdf0e7f37648c33625f512d397e55e9005ac66,4012,RNA_pol_Rpb1_3,PF04983.15,3.6e-33
32,Rinke_et_al,c227991331b4264dd665f70df4eab811bc717bc4ee7b183d8d96e59f,4012,RNA_pol_Rpb1_1,PF04997.9,2.2e-90
33,Rinke_et_al,426afab3422b71e499e57c1c8f8ed26312feaeaa738e22a7a231a618,3994,Ribosomal_L5,PF00281.16,6.3e-29
34,Rinke_et_al,28614be8fd08c13aca25081ca1bb4b4d93b87b451d337f90cd2f1a2d,37,Adenylsucc_synt,PF00709.18,7.5e-177
35,Rinke_et_al,32cb97152b4fb20eb9630ff28af553f1f3a778c4ebfddd89b7698c80,1779,DNA_binding_1,PF01035.17,1.9e-34
36,Rinke_et_al,6e6e5d3cb1e20ab7332425cf800d25b68a6626a6a8d84d593c49fb63,3989,Ribosomal_S5,PF00333.17,2.6e-29
37,Rinke_et_al,db4921aa9fba2ed3a3096d4e6d17261f961731c396d9738c504bf136,4005,Ribosomal_L4,PF00573.19,1.5e-64
38,Rinke_et_al,c207b8370a80b7e318401f923dbc164a922b1522b6fe92c8fa2cede3,3985,Ribosomal_S13,PF00416.19,1.7e-36
39,Rinke_et_al,7f987fc3f36be5d4d81a647f1e55a54acce57efe2b19dee7c4738dce,676,SUI1,PF01253.19,3.8e-20
40,Rinke_et_al,1edcbf8012433da8e87a8a45c99054c60f636fe695e114a8a018aeef,3990,Ribosomal_L18p,PF00861.19,5.0e-43
41,Rinke_et_al,142d9afe4eb6dfc26139e25cfbfc89cf9ad4f5b3115fbc935cc6605c,917,Enolase_C,PF00113.19,1.2e-139
42,Rinke_et_al,219f882b62347d0efdce10eae787464f420cd38dccd246e0d8408060,4535,DHO_dh,PF01180.18,3.3e-08
43,Rinke_et_al,4ce088c58da2d47f4205701006704ceac575af5346d0481435e107de,4266,DNA_binding_1,PF01035.17,1.3e-21
44,Rinke_et_al,f6a77a62f291cf74973ae30ff8d85672eb726649a4076c9bb680f738,923,RNase_HII,PF01351.15,1.6e-39
45,Rinke_et_al,3da5f8a7788ff0bed3904a32eec7dda4a270ce82a407e430995944a6,4006,Ribosomal_L3,PF00297.19,2.4e-19
46,Rinke_et_al,f3183bb3aec07dd512b7e4bc532e5369140e35bdc221d76180220530,41,GAD,PF02938.11,1.5e-06
47,Rinke_et_al,e81f95d10c5ac335a92d68daafc6fd54f0f83da5003eea52746cc916,3988,Ribosomal_L30,PF00327.17,1.7e-18
48,Rinke_et_al,7df54991702ec4c9b56429c2c7b5b762e57c719b75a07e40c7d48f4f,1168,Mob_synth_C,PF06463.10,1.4e-40
49,Rinke_et_al,0a58ac04856fc98634e3e31800788f9f229d28e9abdc089b19f7f10c,3994,Ribosomal_L5_C,PF00673.18,1.4e-42
50,Rinke_et_al,12747b44250a9cdb8cc7bd2992e85c3567bc3bc9decd2bb19ada88ea,4000,Ribosomal_S3_C,PF00189.17,2.4e-44
51,Rinke_et_al,6227a27efa3726ad8a9b01785244ae720204ec6e7772a13b5d41bbb8,3989,Ribosomal_S5_C,PF03719.12,4.0e-33
52,Rinke_et_al,000df015318a59446c8912f7c3e4570e87d7c6338aaf2f482ed14a77,4016,Ribosomal_L1,PF00687.18,6.5e-52
53,Rinke_et_al,7c36c9f7f24e18ffb426d69e6c6039c002fe14f03e57590e0d1b50d1,2527,tRNA-synt_1c,PF00749.18,9.7e-113
54,Rinke_et_al,50d597ceb7529b03607dc2eb1e0c3094be8874e5da9ca184813157d1,4658,PcrB,PF01884.14,2.1e-07
55,Rinke_et_al,95c3b18250f20b4ef843c4569bc325b32ad6fa1f348be609f4d9cc71,4772,tRNA-synt_1c,PF00749.18,3.1e-111
56,Rinke_et_al,e23823009f55371944caf7116dc78614eeb4f10ba2640abf41c937f1,4013,RNA_pol_Rpb2_2,PF04561.11,6.4e-27
57,Rinke_et_al,ae136195cfeef58a20ca3607292ff0245fa77be08954dd815fbaff03,4011,Ribosom_S12_S23,PF00164.22,1.9e-44
58,Rinke_et_al,438102ff7e999d777261d3a6087cdbf2419b5f0d80c9af03def63176,2080,PGK,PF00162.16,5.7e-138
59,Rinke_et_al,700a888892ce2c5374cea76ffe090339f9f50af6c949f48fc26a5101,4013,RNA_pol_Rpb2_3,PF04565.13,1.4e-31
60,Rinke_et_al,c5100c85aff99dcc346d6074ff2e2ad611c1468694d986f540b89b6c,4003,Ribosomal_L2_C,PF03947.15,1.4e-58
61,Rinke_et_al,1282fd709324df728441adc7fc8688d3c8e5ea1a6b484cb379aa9172,603,RNA_pol_Rpb6,PF01192.19,8.8e-20
62,Rinke_et_al,906b3d36491ca8f0d3beb1a65bbd744e7fd4384000b781585a829e30,3500,B5,PF03484.12,1.5e-20
63,Rinke_et_al,11db886421f315c395f42ef630bd24ec8454098b53d649d38e70d7d1,2344,DHO_dh,PF01180.18,6.5e-88
64,Rinke_et_al,77214b7e9bba5eb441987751434a2f41cb36d3800389e28ca33786fa,4474,SRP_SPB,PF02978.16,2.2e-34
65,Rinke_et_al,dd3deb9cc94a97a289ca8fa416f1ad801921dcd38c871a5b22b5a8a9,888,UPF0004,PF00919.17,9.1e-23
66,Rinke_et_al,80fa4b8a28f937bfe34be000b8aa4899b1c618dc1f4d5adb8fadafb1,4012,RNA_pol_Rpb1_4,PF05000.14,5.2e-22
67,Rinke_et_al,6e800c548b17bc9b9541d3512099bcdea3f38461b8982bcea9e31e81,937,Ribosomal_S2,PF00318.17,1.2e-96
68,Rinke_et_al,d6c44c14ee2f2b04be8fc9a3c15178533b2ad17f0a949132ced65c6f,4003,Ribosomal_L2,PF00181.20,8.7e-36
69,Rinke_et_al,99d12aa2440f865a1da5aa58b14fe335144b5c5237404de66f4ebb1b,4017,Ribosomal_L11_N,PF03946.11,4.1e-30
70,Rinke_et_al,2425af6919cbea7793fc730c22c5363974145a4204a2d4de2c44996d,47,YjeF_N,PF03853.12,3.8e-39
71,Rinke_et_al,16746911ba7411471a4f7edbaf49a95ca97f84bff51b6a30d6bbb775,225,DALR_1,PF05746.12,2.7e-35
72,Rinke_et_al,70fce24dc80252a001e2b5bb8ed0a57732f5a5230f5c8509b897a55a,458,GMP_synt_C,PF00958.19,1.0e-43
73,Rinke_et_al,b9d1dc774a089ed543c386882e0247674fe59eca3ef3bdb77f72bc39,4010,Ribosomal_S7,PF00177.18,5.9e-69
74,Rinke_et_al,dd069ac81cf63391b89b21f8b0b8300af24e0968b3e7f48fff919f50,3984,Ribosomal_S11,PF00411.16,5.8e-53
75,Rinke_et_al,72b93b1a5d5de04809c75aa3814e84097c9987da4a09544d1435f93a,3998,Ribosomal_L29,PF00831.20,1.2e-24
76,Rinke_et_al,af891e0cebc966a3dae4c70b735d73762e5f64ad053ee9a4245a947f,919,CTP_synth_N,PF06418.11,4.8e-127
77,Rinke_et_al,39a789bd43c15207f3faae05f17bb721ec650aa2acd5680b50a96927,3570,tRNA-synt_1c,PF00749.18,1.1e-47
78,Rinke_et_al,d1bd6dc1a007d539c3fcb61458b6414589af2d6b53690776e6e5e937,1987,EFG_C,PF00679.21,4.5e-22
79,Rinke_et_al,4ff4c226dacf7e930bf3cef17fa7e9c84959e685762c99cb1a9c9a70,4013,RNA_pol_Rpb2_1,PF04563.12,3.3e-44
80,Rinke_et_al,185beb2b60d79d6b1719a49f71e4603dc4c18e4a044cb59ebd54ba3c,3991,Ribosomal_L6,PF00347.20,3.2e-43
81,Rinke_et_al,52b8d7396f9f7dd5b9e189ce8a6f184e6a89ae93b137afe85c07c162,4039,DHO_dh,PF01180.18,2.9e-08
82,Rinke_et_al,a9d58c2fb78e44ff7d0b92411406cf6afa5b15589beccf69d7a90f2e,3986,SecY,PF00344.17,3.4e-117
83,Rinke_et_al,926d5bd1e5f79805eb5aae22d5b08f38c9d34dc3bc6c457eb265553e,3059,TruB_N,PF01509.15,1.1e-58
84,Rinke_et_al,31b69532b2745acae577d60242b5867ea3124d596ef7a2d135e47283,4009,EFG_C,PF00679.21,2.3e-32
85,Rinke_et_al,eba83f6fb2d5a2d155d4e5da22b6f6ddc80d7800440173b0531dd458,146,Ham1p_like,PF01725.13,1.0e-55
86,Rinke_et_al,7575c944d798339356b6e9ca1921ed83d2b21f0430e6e06a7dc3f4d3,4001,Ribosomal_L22,PF00237.16,6.0e-36
87,Rinke_et_al,702af3050a553a4f897fe8de4e020cc1da3cc762ca785494137b05b5,3852,EFG_C,PF00679.21,2.1e-23
88,Rinke_et_al,91319d412cef327783c2a45a1a646c202553e2afe07922b0f8ad29c8,4499,ATP-synt_C,PF00137.18,2.2e-11
89,Rinke_et_al,a00ad3405f271bd254cbdb22b8610d6457aed612210aed4f101ef589,4013,RNA_pol_Rpb2_6,PF00562.25,8.7e-164
90,Rinke_et_al,c93342f9fbc8158d6b7cd01ef38e1c8e6cc24959911eb9264622ee5b,4009,EFG_IV,PF03764.15,1.4e-45
91,Campbell_et_al,784e368074c3b5f746a83fa6d66cedcdd9e34de5c02fe62076896efe,2084,S-AdoMet_synt_M,PF02772.11,1.1e-49
92,Campbell_et_al,5886d6c02e38d774a4463565e401708a3f9429dfafcaecdfc4e7ff62,4013,RNA_pol_Rpb2_45,PF10385.4,3.5e-22
93,Campbell_et_al,3e421391832146c0947348a7ae06b9814e613c7610725adc0056e4fb,1984,dsrm,PF00035.20,1.3e-10
94,Campbell_et_al,e99b294280c94158d05c816642f7361613b04328071536d5fa53dccc,1812,RecR,PF02132.10,6.6e-17
95,Campbell_et_al,0a58ac04856fc98634e3e31800788f9f229d28e9abdc089b19f7f10c,3994,Ribosomal_L5_C,PF00673.16,3.2e-43
96,Campbell_et_al,2cebd4c4f182834985cc13c611bbd3a81af763e3984d679cbe4a61fa,4147,Ribosomal_S20p,PF01649.13,2.1e-31
97,Campbell_et_al,b6a37fcdd16ef12222fdf0e7f37648c33625f512d397e55e9005ac66,4012,RNA_pol_Rpb1_3,PF04983.13,3.1e-33
98,Campbell_et_al,860b73fe4197f2f23f6d2fc846ac3f44ac44f1daf5a26a13d16cd14c,133,UPF0081,PF03652.10,9.2e-45
