type	number	misc	seq_id	start	finish
UN	674	.	G_contig000001	1	4
UN	675	.	G_contig000001	298	298
UN	676	.	G_contig000002	1	2
UN	677	.	G_contig000002	7789	7795
UN	678	.	G_contig000003	1	1
UN	679	.	G_contig000003	4425	4425
UN	680	.	G_contig000003	20563	20563
UN	681	.	G_contig000003	20566	20566
UN	682	.	G_contig000003	20569	20569
UN	683	.	G_contig000003	20572	20572
UN	684	.	G_contig000003	21927	21927
UN	685	.	G_contig000003	21929	21929
UN	686	.	G_contig000003	21931	21931
UN	687	.	G_contig000003	21935	21936
UN	688	.	G_contig000003	70315	70335
UN	689	.	G_contig000003	70337	70339
UN	690	.	G_contig000003	70341	70343
UN	691	.	G_contig000003	87240	87240
UN	692	.	G_contig000003	117748	117754
UN	693	.	G_contig000003	195948	195950
UN	694	.	G_contig000003	196899	196899
UN	695	.	G_contig000003	196901	196940
UN	696	.	G_contig000003	196942	196945
UN	697	.	G_contig000003	217256	217265
UN	698	.	G_contig000003	226169	226208
UN	699	.	G_contig000003	238710	238710
UN	700	.	G_contig000003	238729	238729
UN	701	.	G_contig000003	245075	245079
UN	702	.	G_contig000003	264493	264496
UN	703	.	G_contig000003	272365	272365
UN	704	.	G_contig000003	287623	287623
UN	705	.	G_contig000003	321603	321658
UN	706	.	G_contig000003	329399	329399
UN	707	.	G_contig000003	349983	349995
UN	708	.	G_contig000003	426318	426318
UN	709	.	G_contig000003	426321	426323
UN	710	.	G_contig000003	440789	440789
UN	711	.	G_contig000003	440791	440793
UN	712	.	G_contig000003	457077	457078
UN	713	.	G_contig000003	457080	457081
UN	714	.	G_contig000003	457083	457085
UN	715	.	G_contig000003	457089	457096
UN	716	.	G_contig000003	479682	479687
UN	717	.	G_contig000004	1	14
UN	718	.	G_contig000004	47730	47730
UN	719	.	G_contig000006	1	5
UN	720	.	G_contig000006	12887	12945
UN	721	.	G_contig000006	54138	54138
UN	722	.	G_contig000006	66941	66941
UN	723	.	G_contig000006	66952	66962
UN	724	.	G_contig000006	77956	77957
UN	725	.	G_contig000006	77959	77961
UN	726	.	G_contig000006	77963	77963
UN	727	.	G_contig000006	77976	77989
UN	728	.	G_contig000006	104921	104985
UN	729	.	G_contig000006	123906	123910
UN	730	.	G_contig000006	147995	147995
UN	731	.	G_contig000006	182659	182670
UN	732	.	G_contig000006	184618	184618
UN	733	.	G_contig000006	186773	186816
UN	734	.	G_contig000006	193534	193540
UN	735	.	G_contig000007	1	1
UN	736	.	G_contig000007	9148	9169
UN	737	.	G_contig000007	16091	16092
UN	738	.	G_contig000008	1	8
UN	739	.	G_contig000008	27636	27638
UN	740	.	G_contig000008	62139	62142
UN	741	.	G_contig000009	1	10
UN	742	.	G_contig000009	143	150
UN	743	.	G_contig000009	10186	10189
UN	744	.	G_contig000009	17670	17725
UN	745	.	G_contig000009	32662	32662
UN	746	.	G_contig000009	32665	32668
UN	747	.	G_contig000009	49445	49445
UN	748	.	G_contig000009	49682	49682
UN	749	.	G_contig000009	49686	49687
UN	750	.	G_contig000009	49753	49754
UN	751	.	G_contig000009	101430	101430
UN	752	.	G_contig000009	103847	103890
UN	753	.	G_contig000009	146800	146825
UN	754	.	G_contig000009	150329	150334
UN	755	.	G_contig000009	153187	153195
UN	756	.	G_contig000009	153199	153199
UN	757	.	G_contig000009	153208	153208
UN	758	.	G_contig000009	156702	156702
UN	759	.	G_contig000009	162152	162209
UN	760	.	G_contig000009	200295	200344
UN	761	.	G_contig000010	1	1
UN	762	.	G_contig000010	9735	9785
UN	763	.	G_contig000010	24674	24709
UN	764	.	G_contig000010	41796	41830
UN	765	.	G_contig000010	63075	63075
UN	766	.	G_contig000010	73442	73501
UN	767	.	G_contig000010	73726	73737
UN	768	.	G_contig000010	77641	77646
UN	769	.	G_contig000010	83033	83079
