type	number	misc	seq_id	start	finish
UN	44642	.	G_contig000021	1	26
UN	44643	.	G_contig000021	253	312
UN	44644	.	G_contig000021	443	497
UN	44645	.	G_contig000021	499	499
UN	44646	.	G_contig000021	546	547
UN	44647	.	G_contig000021	551	576
UN	44648	.	G_contig000021	578	581
UN	44649	.	G_contig000021	584	584
UN	44650	.	G_contig000021	656	785
UN	44651	.	G_contig000021	920	920
UN	44652	.	G_contig000021	924	1032
UN	44653	.	G_contig000021	1161	1272
UN	44654	.	G_contig000021	1274	1278
UN	44655	.	G_contig000021	1280	1280
UN	44656	.	G_contig000021	1282	1283
UN	44657	.	G_contig000021	1286	1286
UN	44658	.	G_contig000021	1289	1302
UN	44659	.	G_contig000021	1364	1364
UN	44660	.	G_contig000021	1367	1370
UN	44661	.	G_contig000021	1372	1427
UN	44662	.	G_contig000021	1430	1434
UN	44663	.	G_contig000021	1546	1546
UN	44664	.	G_contig000021	1548	1551
UN	44665	.	G_contig000021	1553	1593
UN	44666	.	G_contig000021	1595	1598
UN	44667	.	G_contig000021	1666	1666
UN	44668	.	G_contig000021	1673	1677
UN	44669	.	G_contig000021	1680	1918
UN	44670	.	G_contig000021	1921	1921
UN	44671	.	G_contig000021	2074	2112
UN	44672	.	G_contig000021	2119	2119
UN	44673	.	G_contig000021	2221	2221
UN	44674	.	G_contig000021	2224	2232
UN	44675	.	G_contig000021	2234	2236
UN	44676	.	G_contig000021	2238	2239
UN	44677	.	G_contig000021	2241	2242
UN	44678	.	G_contig000021	2244	2263
UN	44679	.	G_contig000021	2356	2357
UN	44680	.	G_contig000021	2363	2365
UN	44681	.	G_contig000021	2367	2369
UN	44682	.	G_contig000021	2375	2379
UN	44683	.	G_contig000021	2382	2382
UN	44684	.	G_contig000021	2385	2387
UN	44685	.	G_contig000021	2389	2390
UN	44686	.	G_contig000021	2392	2395
UN	44687	.	G_contig000021	2406	2406
UN	44688	.	G_contig000021	2418	2421
UN	44689	.	G_contig000021	2424	2425
UN	44690	.	G_contig000021	2427	2427
UN	44691	.	G_contig000021	2446	2446
UN	44692	.	G_contig000021	2448	2450
UN	44693	.	G_contig000021	2452	2454
UN	44694	.	G_contig000021	2467	2467
UN	44695	.	G_contig000021	2469	2469
UN	44696	.	G_contig000021	2476	2477
UN	44697	.	G_contig000021	2479	2483
UN	44698	.	G_contig000021	2552	2563
UN	44699	.	G_contig000021	2568	2568
UN	44700	.	G_contig000021	2571	2574
UN	44701	.	G_contig000021	2716	2716
UN	44702	.	G_contig000021	2718	2718
UN	44703	.	G_contig000021	2720	3128
UN	44704	.	G_contig000021	3130	3130
UN	44705	.	G_contig000021	3132	3132
UN	44706	.	G_contig000021	3134	3134
UN	44707	.	G_contig000021	3180	3181
UN	44708	.	G_contig000021	3184	3679
UN	44709	.	G_contig000021	3682	3682
UN	44710	.	G_contig000021	3685	3685
UN	44711	.	G_contig000021	3687	3688
UN	44712	.	G_contig000021	3690	3691
UN	44713	.	G_contig000021	3726	3728
UN	44714	.	G_contig000021	3780	3808
UN	44715	.	G_contig000021	3810	3811
UN	44716	.	G_contig000021	4096	4144
UN	44717	.	G_contig000021	4147	4147
UN	44718	.	G_contig000021	4326	4327
UN	44719	.	G_contig000021	4329	4329
UN	44720	.	G_contig000021	4337	4482
UN	44721	.	G_contig000021	4484	4485
UN	44722	.	G_contig000021	4787	4788
UN	44723	.	G_contig000021	4815	4815
UN	44724	.	G_contig000021	5249	5249
UN	44725	.	G_contig000021	5252	5253
UN	44726	.	G_contig000021	5256	5256
UN	44727	.	G_contig000021	5267	5268
UN	44728	.	G_contig000021	5270	5271
UN	44729	.	G_contig000021	5273	5274
UN	44730	.	G_contig000021	5280	5280
UN	44731	.	G_contig000021	5320	5320
UN	44732	.	G_contig000021	5332	5346
UN	44733	.	G_contig000021	5349	5349
UN	44734	.	G_contig000021	5351	5352
UN	44735	.	G_contig000021	5354	5356
UN	44736	.	G_contig000021	5358	5361
UN	44737	.	G_contig000021	5592	5624
UN	44738	.	G_contig000021	5828	5829
UN	44739	.	G_contig000021	5831	5836
UN	44740	.	G_contig000021	5838	6006
UN	44741	.	G_contig000021	6009	6010
UN	44742	.	G_contig000021	6012	6012
UN	44743	.	G_contig000021	6287	6288
UN	44744	.	G_contig000021	6290	6291
UN	44745	.	G_contig000021	6294	6294
UN	44746	.	G_contig000021	6296	6296
UN	44747	.	G_contig000021	6402	6402
UN	44748	.	G_contig000021	6549	6549
UN	44749	.	G_contig000021	6552	6552
UN	44750	.	G_contig000021	6554	6556
UN	44751	.	G_contig000021	6558	6559
UN	44752	.	G_contig000021	6642	6642
UN	44753	.	G_contig000021	6648	6648
UN	44754	.	G_contig000021	6732	6732
UN	44755	.	G_contig000021	6750	6750
UN	44756	.	G_contig000021	6784	6786
UN	44757	.	G_contig000021	6806	6806
UN	44758	.	G_contig000021	6811	6811
UN	44759	.	G_contig000021	6870	6870
UN	44760	.	G_contig000021	6877	6878
UN	44761	.	G_contig000021	6882	6882
UN	44762	.	G_contig000021	6885	6885
UN	44763	.	G_contig000021	6888	6888
UN	44764	.	G_contig000021	6897	6897
UN	44765	.	G_contig000021	6900	6900
UN	44766	.	G_contig000021	6902	6911
UN	44767	.	G_contig000021	6995	6995
UN	44768	.	G_contig000021	7002	7059
UN	44769	.	G_contig000021	7063	7064
UN	44770	.	G_contig000021	7067	7069
UN	44771	.	G_contig000021	7302	7509
