type	number	misc	seq_id	start	finish
UN	2404	.	G_contig000001	1	10
UN	2405	.	G_contig000001	73323	73323
UN	2406	.	G_contig000001	73327	73327
UN	2407	.	G_contig000001	73332	73332
UN	2408	.	G_contig000001	73335	73354
UN	2409	.	G_contig000001	88396	88402
UN	2410	.	G_contig000001	88421	88421
UN	2411	.	G_contig000001	123970	123980
UN	2412	.	G_contig000001	124079	124140
UN	2413	.	G_contig000001	125502	125533
UN	2414	.	G_contig000001	125641	125641
UN	2415	.	G_contig000001	125643	125694
UN	2416	.	G_contig000002	1	75
UN	2417	.	G_contig000002	83703	83713
UN	2418	.	G_contig000002	83720	83722
UN	2419	.	G_contig000002	148746	148748
UN	2420	.	G_contig000003	45792	45812
UN	2421	.	G_contig000003	45833	45833
UN	2422	.	G_contig000004	1	19
UN	2423	.	G_contig000004	13706	13709
UN	2424	.	G_contig000004	14266	14266
UN	2425	.	G_contig000004	107985	108062
UN	2426	.	G_contig000004	109401	109424
UN	2427	.	G_contig000005	1	5
UN	2428	.	G_contig000005	23671	23705
UN	2429	.	G_contig000005	23970	24001
UN	2430	.	G_contig000005	76144	76144
UN	2431	.	G_contig000005	76147	76151
UN	2432	.	G_contig000005	105750	105773
UN	2433	.	G_contig000006	37011	37056
UN	2434	.	G_contig000006	37082	37131
UN	2435	.	G_contig000006	99975	99975
UN	2436	.	G_contig000006	99978	99990
UN	2437	.	G_contig000007	17426	17426
UN	2438	.	G_contig000007	98460	98499
UN	2439	.	G_contig000008	1	17
UN	2440	.	G_contig000008	1510	1510
UN	2441	.	G_contig000008	43348	43490
UN	2442	.	G_contig000008	43639	43775
UN	2443	.	G_contig000008	43868	44163
UN	2444	.	G_contig000008	44293	44420
UN	2445	.	G_contig000008	44477	44763
UN	2446	.	G_contig000008	44893	45031
UN	2447	.	G_contig000008	89670	89722
UN	2448	.	G_contig000009	1	91
UN	2449	.	G_contig000009	77124	77126
UN	2450	.	G_contig000009	77861	77877
UN	2451	.	G_contig000009	88750	88784
UN	2452	.	G_contig000010	1	30
UN	2453	.	G_contig000010	17859	17866
UN	2454	.	G_contig000010	35542	35635
UN	2455	.	G_contig000010	35657	35657
UN	2456	.	G_contig000010	35666	35666
UN	2457	.	G_contig000010	35678	35678
UN	2458	.	G_contig000010	35729	35729
UN	2459	.	G_contig000010	35798	35880
UN	2460	.	G_contig000011	16257	16264
UN	2461	.	G_contig000012	79249	79285
UN	2462	.	G_contig000014	29734	29736
UN	2463	.	G_contig000014	75917	75997
UN	2464	.	G_contig000015	1	74
UN	2465	.	G_contig000015	33794	33813
UN	2466	.	G_contig000015	75930	75930
UN	2467	.	G_contig000016	52969	53032
UN	2468	.	G_contig000016	53251	53268
UN	2469	.	G_contig000016	70671	70746
UN	2470	.	G_contig000017	1	55
UN	2471	.	G_contig000017	69062	69137
UN	2472	.	G_contig000018	1	21
UN	2473	.	G_contig000018	20953	21002
UN	2474	.	G_contig000018	68890	68964
UN	2475	.	G_contig000019	1	76
UN	2476	.	G_contig000019	30284	30285
UN	2477	.	G_contig000019	65608	65608
UN	2478	.	G_contig000020	1	7
UN	2479	.	G_contig000020	12160	12160
UN	2480	.	G_contig000020	12500	12501
UN	2481	.	G_contig000020	62508	62508
UN	2482	.	G_contig000020	62525	62525
UN	2483	.	G_contig000020	65327	65334
UN	2484	.	G_contig000021	63763	63770
UN	2485	.	G_contig000022	1	34
UN	2486	.	G_contig000022	49527	49537
UN	2487	.	G_contig000022	62162	62176
UN	2488	.	G_contig000022	62432	62468
UN	2489	.	G_contig000023	1	22
UN	2490	.	G_contig000023	42357	42397
UN	2491	.	G_contig000024	1	1
UN	2492	.	G_contig000024	8835	8843
UN	2493	.	G_contig000024	31817	31817
UN	2494	.	G_contig000024	31887	31890
UN	2495	.	G_contig000024	31893	31893
UN	2496	.	G_contig000024	31911	31911
UN	2497	.	G_contig000024	43729	43736
UN	2498	.	G_contig000024	43738	43761
UN	2499	.	G_contig000024	57345	57363
UN	2500	.	G_contig000025	2334	2334
UN	2501	.	G_contig000025	51267	51272
UN	2502	.	G_contig000025	54985	54988
UN	2503	.	G_contig000026	51753	51759
UN	2504	.	G_contig000027	1	1
UN	2505	.	G_contig000027	15799	15800
UN	2506	.	G_contig000027	49073	49087
UN	2507	.	G_contig000028	4267	4271
UN	2508	.	G_contig000028	4276	4276
UN	2509	.	G_contig000028	28273	28273
UN	2510	.	G_contig000028	28275	29161
UN	2511	.	G_contig000028	29281	29316
UN	2512	.	G_contig000028	44836	45719
UN	2513	.	G_contig000028	45850	45881
UN	2514	.	G_contig000028	48786	48865
UN	2515	.	G_contig000029	36351	36352
UN	2516	.	G_contig000029	36354	36354
UN	2517	.	G_contig000029	36357	36357
UN	2518	.	G_contig000029	48126	48177
UN	2519	.	G_contig000030	1	1
UN	2520	.	G_contig000030	45534	45534
UN	2521	.	G_contig000030	45625	45627
UN	2522	.	G_contig000030	45630	45705
UN	2523	.	G_contig000030	47958	47958
UN	2524	.	G_contig000031	46659	46689
UN	2525	.	G_contig000032	1	6
UN	2526	.	G_contig000032	45096	45104
UN	2527	.	G_contig000033	44354	44354
UN	2528	.	G_contig000034	1	128
UN	2529	.	G_contig000034	9312	9329
UN	2530	.	G_contig000034	10915	10915
UN	2531	.	G_contig000034	10917	10917
UN	2532	.	G_contig000034	10919	10919
UN	2533	.	G_contig000034	10921	10921
UN	2534	.	G_contig000034	39533	39557
UN	2535	.	G_contig000034	40943	40943
UN	2536	.	G_contig000034	40948	40948
UN	2537	.	G_contig000034	40951	40951
UN	2538	.	G_contig000034	43559	43622
UN	2539	.	G_contig000035	1	18
UN	2540	.	G_contig000035	13038	13038
UN	2541	.	G_contig000035	43099	43193
UN	2542	.	G_contig000036	1	84
