type	number	misc	seq_id	start	finish
UN	1074	.	G_contig000001	1	29
UN	1075	.	G_contig000001	20016	20016
UN	1076	.	G_contig000001	24735	24739
UN	1077	.	G_contig000001	45138	45146
UN	1078	.	G_contig000001	48906	48906
UN	1079	.	G_contig000001	83007	83013
UN	1080	.	G_contig000001	83016	83016
UN	1081	.	G_contig000001	83951	83951
UN	1082	.	G_contig000001	83978	83978
UN	1083	.	G_contig000001	83992	83992
UN	1084	.	G_contig000001	157044	157044
UN	1085	.	G_contig000001	161294	161305
UN	1086	.	G_contig000001	161392	161399
UN	1087	.	G_contig000001	197935	197935
UN	1088	.	G_contig000001	205727	205727
UN	1089	.	G_contig000001	205729	205729
UN	1090	.	G_contig000001	205738	205741
UN	1091	.	G_contig000001	213901	213904
UN	1092	.	G_contig000001	341764	341766
UN	1093	.	G_contig000001	373381	373400
UN	1094	.	G_contig000001	389596	389596
UN	1095	.	G_contig000001	396043	396069
UN	1096	.	G_contig000001	399960	399963
UN	1097	.	G_contig000001	401521	401563
UN	1098	.	G_contig000001	412029	412045
UN	1099	.	G_contig000001	437556	437559
UN	1100	.	G_contig000001	437567	437567
UN	1101	.	G_contig000001	437577	437577
UN	1102	.	G_contig000001	447048	447048
UN	1103	.	G_contig000001	448011	448018
UN	1104	.	G_contig000001	468974	468981
UN	1105	.	G_contig000001	507558	507558
UN	1106	.	G_contig000001	507565	507565
UN	1107	.	G_contig000001	548364	548390
UN	1108	.	G_contig000002	1	24
UN	1109	.	G_contig000002	8083	8084
UN	1110	.	G_contig000002	8087	8087
UN	1111	.	G_contig000002	9703	9712
UN	1112	.	G_contig000002	9720	9722
UN	1113	.	G_contig000002	43848	43860
UN	1114	.	G_contig000002	43862	43864
UN	1115	.	G_contig000002	55003	55003
UN	1116	.	G_contig000002	55005	55005
UN	1117	.	G_contig000002	55007	55007
UN	1118	.	G_contig000002	63655	63655
UN	1119	.	G_contig000002	65437	65437
UN	1120	.	G_contig000002	65508	65508
UN	1121	.	G_contig000002	65921	65921
UN	1122	.	G_contig000002	65924	65924
UN	1123	.	G_contig000002	65930	65931
UN	1124	.	G_contig000002	65933	65933
UN	1125	.	G_contig000002	65936	65936
UN	1126	.	G_contig000002	65942	65943
UN	1127	.	G_contig000002	65949	65962
UN	1128	.	G_contig000002	66788	66789
UN	1129	.	G_contig000002	122620	122620
UN	1130	.	G_contig000002	123078	123108
UN	1131	.	G_contig000002	123110	123112
UN	1132	.	G_contig000002	123115	123115
UN	1133	.	G_contig000002	123117	123117
