type	number	file_number	seq_id	position	mutation	frequency	gene_list	gene_name	gene_position	gene_product	locus_tag	snp_type	aa_new_seq	aa_position	aa_ref_seq	codon_new_seq	codon_number	codon_position	codon_ref_seq	gene_strand	transl_table	insert_position	between	misc	change	reference	sample	total_cov	new_cov	ref_cov	major_cov	minor_cov	major_base	minor_base	prediction	polymorphism_frequency	major_frequency	consensus_score	polymorphism_score	fisher_strand_p_value	ks_quality_p_value	bias_e_value	reject	bias_p_value
DEL	39	520	G_contig000014	876	1	0.210801125		G_00361	coding_(676/960_nt)	Transposase	G_00361									>				.	0	G	.	95/90	23/16	72/74	72/74	23/16	G	.	polymorphism	0.210801125	0.789198875	484.0	145.2	0.367465	0.9548459999999999	5231740.0		0.718353
DEL	135	606	G_contig000025	206393	1	0.105252266		comM_2/G_01660	intergenic_(+405/-346)	Competence_protein_ComM/hypothetical_protein	G_01659/G_01660													.	0	C	.	42/91	2/12	40/79	40/79	2/12	C	.	polymorphism	0.105252266	0.8947477340000001	370.3	44.2	0.223874	0.998232	4066420.0		0.558347
DEL	172	640	G_contig000026	265772	1	0.16070747400000002		G_02207/G_02208	intergenic_(+93/+91)	Nitronate_monooxygenase/Alpha/beta_hydrolase_family_protein	G_02207/G_02208													.	0	G	.	11/45	5/4	5/41	5/41	5/4	G	.	polymorphism	0.16070747400000002	0.8392925259999999	146.0	28.1	0.00639272	0.634235	192171.0		0.0263863
DEL	196	661	G_contig000028	325226	1	0.121788025		lvr_3/G_02690	intergenic_(+354/+163)	Levodione_reductase/hypothetical_protein	G_02689/G_02690													.	0	G	.	83/73	12/7	71/65	71/65	12/7	G	.	polymorphism	0.121788025	0.878211975	398.1	63.5	0.46422299999999994	0.9371649999999999	5805560.0		0.797142
DEL	205	670	G_contig000029	16504	1	0.132065773		yybR_5/-	intergenic_(+152/-)	putative_HTH-type_transcriptional_regulator_YybR/-	G_02730/-													.	0	C	.	15/38	4/3	11/35	11/35	4/3	C	.	polymorphism	0.132065773	0.867934227	144.0	20.2	0.08967560000000001	0.813242	1921780.0		0.263874
DEL	278	733	G_contig000042	55	1	0.19263935100000001		-/G_03824	intergenic_(-/-349)	-/hypothetical_protein	-/G_03824													.	0	A	.	26/83	6/15	19/68	19/68	6/15	A	.	polymorphism	0.19263935100000001	0.807360649	248.2	67.2	0.567108	1.0	6472910.0		0.888775
DEL	314	763	G_contig000046	98651	1	0.267596722		G_04289	coding_(70/138_nt)	hypothetical_protein	G_04289									<				.	0	G	.	30/41	6/13	23/28	23/28	6/13	G	.	polymorphism	0.267596722	0.7324032779999999	166.6	69.8	0.415338	0.654037	4556740.0		0.625671
DEL	334	779	G_contig000047	181402	1	0.26529693600000004		G_04542/mtcA2	intergenic_(-428/-408)	hypothetical_protein/Carbonic_anhydrase_2	G_04542/G_04543													.	0	C	.	71/76	16/23	55/52	55/52	16/23	C	.	polymorphism	0.26529693600000004	0.7347030640000001	355.6	149.4	0.34964	0.974899	5154340.0		0.7077260000000001
DEL	464	884	G_contig000067	19866	1	0.0937399864		G_06697/hmgA_2	intergenic_(-64/+97)	Fumarylacetoacetate_(FAA)_hydrolase_family_protein/Homogentisate_1,2-dioxygenase	G_06697/G_06698													.	0	G	.	55/41	4/5	50/36	50/36	4/5	G	.	polymorphism	0.0937399864	0.9062600140000001	225.7	26.0	0.493116	0.48976400000000003	4258050.0		0.584659
DEL	465	885	G_contig000067	19867	1	0.0937395096		G_06697/hmgA_2	intergenic_(-65/+96)	Fumarylacetoacetate_(FAA)_hydrolase_family_protein/Homogentisate_1,2-dioxygenase	G_06697/G_06698													.	0	C	.	55/41	4/5	50/35	50/35	4/5	C	.	polymorphism	0.0937395096	0.90626049	227.2	26.0	0.48838400000000004	0.24463000000000001	2718830.0		0.373314
